Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2198296000000.0,1676806000000.0,0.76,0.14,5115.0,33.0,Y,0.0,0.1402,2018-03-31,Q1-2018
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1765242000000.0,1661832000000.0,0.94,0.25,4484.0,27.0,Y,0.0,0.1126,2018-03-31,Q1-2018
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1716532000000.0,1662311000000.0,0.97,0.36,5913.0,14.0,Y,0.0,0.1095,2018-03-31,Q1-2018
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1406778000000.0,821805000000.0,0.58,0.45,706.0,175.0,Y,0.0,0.0897,2018-03-31,Q1-2018
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,452256000000.0,442844000000.0,0.98,0.48,3138.0,1.0,N,0.0,0.0288,2018-03-31,Q1-2018
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,368067000000.0,364084000000.0,0.99,0.5,2515.0,2.0,N,0.0,0.0235,2018-03-31,Q1-2018
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,297107000000.0,185311000000.0,0.62,0.52,2.0,15.0,Y,0.0,0.0189,2018-03-31,Q1-2018
T D BK NA/TD GRP US HOLDS LLC,8.0,497404,"WILMINGTON, DE",NAT,294830000000.0,294830000000.0,1.0,0.54,1245.0,0.0,N,1.0,0.0188,2018-03-31,Q1-2018
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,289878000000.0,289808000000.0,1.0,0.56,620.0,0.0,N,0.0,0.0185,2018-03-31,Q1-2018
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,247203000000.0,166969000000.0,0.68,0.58,2.0,11.0,N,0.0,0.0158,2018-03-31,Q1-2018
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON-SALEM, NC",SNM,215012000000.0,214817000000.0,1.0,0.59,2047.0,1.0,N,0.0,0.0137,2018-03-31,Q1-2018
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,199970000000.0,199970000000.0,1.0,0.6,1251.0,0.0,Y,0.0,0.0128,2018-03-31,Q1-2018
