Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1947794000000.0,1329908000000.0,0.68,0.15,5670.0,44.0,Y,0.0,0.1548,2013-06-30,Q2-2013
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1429737000000.0,1343910000000.0,0.94,0.27,5387.0,33.0,Y,0.0,0.1136,2013-06-30,Q2-2013
CITIBANK NA/CITIGROUP,3.0,476810,"SIOUX FALLS, SD",NAT,1319359000000.0,718206000000.0,0.54,0.37,1004.0,285.0,Y,0.0,0.1048,2013-06-30,Q2-2013
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1284538000000.0,1251544000000.0,0.97,0.48,6280.0,10.0,Y,0.0,0.1021,2013-06-30,Q2-2013
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,349333000000.0,347097000000.0,0.99,0.5,3135.0,1.0,N,0.0,0.0278,2013-06-30,Q2-2013
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,294526000000.0,291659000000.0,0.99,0.53,3007.0,1.0,N,0.0,0.0234,2013-06-30,Q2-2013
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,281339000000.0,180465000000.0,0.64,0.55,4.0,13.0,Y,0.0,0.0224,2013-06-30,Q2-2013
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,235243000000.0,235168000000.0,1.0,0.57,921.0,0.0,N,0.0,0.0187,2013-06-30,Q2-2013
STATE STREET B&TC/STATE STREET CORP,9.0,35301,"BOSTON, MA",SMB,223225000000.0,170269000000.0,0.76,0.59,2.0,11.0,N,0.0,0.0177,2013-06-30,Q2-2013
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,212167000000.0,212167000000.0,1.0,0.6,1318.0,1.0,N,1.0,0.0169,2013-06-30,Q2-2013
HSBC BK USA NA/HSBC NORTH AMER HOLD,11.0,413208,"MCLEAN, VA",NAT,182541000000.0,166095000000.0,0.91,0.62,251.0,4.0,Y,1.0,0.0145,2013-06-30,Q2-2013
BRANCH BKG&TC/BB&T CORP,12.0,852320,"WINSTON SALEM, NC",SNM,177895000000.0,177712000000.0,1.0,0.63,1849.0,1.0,N,0.0,0.0141,2013-06-30,Q2-2013
SUNTRUST BK/SUNTRUST BK,13.0,675332,"ATLANTA, GA",SMB,167102000000.0,167102000000.0,1.0,0.64,1579.0,0.0,Y,0.0,0.0133,2013-06-30,Q2-2013
FIA CARD SVC NA/BANK OF AMER CORP,14.0,1830035,"WILMINGTON, DE",NAT,158325000000.0,149583000000.0,0.94,0.66,0.0,0.0,N,0.0,0.0126,2013-06-30,Q2-2013
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,121020000000.0,120621000000.0,1.0,0.67,1375.0,1.0,N,0.0,0.0096,2013-06-30,Q2-2013
CHASE BK USA NA/JPMORGAN CHASE & CO,16.0,489913,"NEWARK, DE",NAT,120162000000.0,120162000000.0,1.0,0.68,1.0,0.0,Y,0.0,0.0095,2013-06-30,Q2-2013
REGIONS BK/REGIONS FC,17.0,233031,"BIRMINGHAM, AL",SMB,117899000000.0,117704000000.0,1.0,0.69,1706.0,0.0,N,0.0,0.0094,2013-06-30,Q2-2013
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,18.0,2182786,"NEW YORK, NY",SMB,113064000000.0,113064000000.0,1.0,0.69,1.0,0.0,N,0.0,0.009,2013-06-30,Q2-2013
UNION BK NA/UNIONBANCAL CORP,19.0,212465,"SAN FRANCISCO, CA",NAT,101687000000.0,100934000000.0,0.99,0.7,420.0,1.0,Y,1.0,0.0081,2013-06-30,Q2-2013
RBS CITIZENS NA/RBS CITIZENS FNCL GRP,20.0,3303298,"PROVIDENCE, RI",NAT,99366000000.0,99366000000.0,1.0,0.71,992.0,1.0,N,0.75,0.0079,2013-06-30,Q2-2013
NORTHERN TC/NORTHERN TR CORP,21.0,210434,"CHICAGO, IL",SMB,96889000000.0,67120000000.0,0.69,0.72,73.0,4.0,Y,0.0,0.0077,2013-06-30,Q2-2013
ALLY BK/ALLY FNCL,22.0,3284070,"MIDVALE, UT",SNM,92432000000.0,92432000000.0,1.0,0.73,0.0,0.0,N,0.0,0.0073,2013-06-30,Q2-2013
BMO HARRIS BK NA/BMO FNCL CORP,23.0,75633,"CHICAGO, IL",NAT,90414000000.0,90331000000.0,1.0,0.73,688.0,0.0,N,1.0,0.0072,2013-06-30,Q2-2013
KEYBANK NA/KEYCORP,24.0,280110,"CLEVELAND, OH",NAT,88293000000.0,87254000000.0,0.99,0.74,1075.0,1.0,N,0.0,0.007,2013-06-30,Q2-2013
MORGAN STANLEY BK NA/MORGAN STANLEY,25.0,1456501,"SALT LAKE CITY, UT",NAT,83680000000.0,83680000000.0,1.0,0.75,0.0,0.0,N,0.0,0.0066,2013-06-30,Q2-2013
MANUFACTURERS & TRADERS TC/M&T BK CORP,26.0,501105,"BUFFALO, NY",SMB,82376000000.0,82376000000.0,1.0,0.75,767.0,2.0,Y,0.0,0.0065,2013-06-30,Q2-2013
CAPITAL ONE BK USA NA/CAPITAL ONE FC,27.0,2253891,"GLEN ALLEN, VA",NAT,78775000000.0,76972000000.0,0.98,0.76,0.0,1.0,N,0.0,0.0063,2013-06-30,Q2-2013
SOVEREIGN BK NA/SANTANDER HOLDS USA,28.0,722777,"WILMINGTON, DE",NAT,76431000000.0,75935000000.0,0.99,0.76,729.0,1.0,N,1.0,0.0061,2013-06-30,Q2-2013
DISCOVER BK/DISCOVER FS,29.0,30810,"GREENWOOD, DE",SNM,73230000000.0,73230000000.0,1.0,0.77,0.0,0.0,N,0.0,0.0058,2013-06-30,Q2-2013
COMPASS BK/BBVA COMPASS BSHRS,30.0,697633,"BIRMINGHAM, AL",SMB,69435000000.0,69435000000.0,1.0,0.78,694.0,0.0,N,1.0,0.0055,2013-06-30,Q2-2013
BANK OF THE WEST/BANCWEST CORP,31.0,804963,"SAN FRANCISCO, CA",SNM,63530000000.0,63530000000.0,1.0,0.78,624.0,0.0,Y,0.1,0.005,2013-06-30,Q2-2013
COMERICA BK/COMERICA,32.0,60143,"DALLAS, TX",SMB,62866000000.0,61878000000.0,0.98,0.79,484.0,1.0,N,0.0,0.005,2013-06-30,Q2-2013
