Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3207521000000.0,2481599000000.0,0.77,0.16,4878.0,33.0,Y,,0.1562,2021-03-31,Q1-2021
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2316773000000.0,2197800000000.0,0.95,0.27,4238.0,25.0,Y,,0.1128,2021-03-31,Q1-2021
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1773157000000.0,1741935000000.0,0.98,0.36,5033.0,11.0,Y,,0.0864,2021-03-31,Q1-2021
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1684634000000.0,997024000000.0,0.59,0.44,697.0,153.0,Y,,0.0821,2021-03-31,Q1-2021
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,542566000000.0,527651000000.0,0.97,0.46,2346.0,1.0,N,,0.0264,2021-03-31,Q1-2021
TRUIST BK/TRUIST FC,6.0,852320,"CHARLOTTE, NC",SNM,506471000000.0,506441000000.0,1.0,0.49,2557.0,1.0,N,,0.0247,2021-03-31,Q1-2021
PNC BK NA/PNC FNCL SVC GROUP,7.0,817824,"WILMINGTON, DE",NAT,469299000000.0,464740000000.0,0.99,0.51,2208.0,1.0,N,,0.0229,2021-03-31,Q1-2021
T D BK NA/TD GRP US HOLDS LLC,8.0,497404,"WILMINGTON, DE",NAT,411622000000.0,411622000000.0,1.0,0.53,1224.0,0.0,N,,0.02,2021-03-31,Q1-2021
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,383939000000.0,257253000000.0,0.67,0.55,2.0,14.0,Y,,0.0187,2021-03-31,Q1-2021
CAPITAL ONE NA/CAPITAL ONE FC,10.0,112837,"MC LEAN, VA",NAT,369908000000.0,369906000000.0,1.0,0.57,372.0,0.0,N,,0.018,2021-03-31,Q1-2021
