Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1989875000000.0,1354325000000.0,0.68,0.16,5665.0,44.0,Y,0.0,0.1557,2013-09-30,Q3-2013
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1438859000000.0,1350612000000.0,0.94,0.27,5301.0,33.0,Y,0.0,0.1126,2013-09-30,Q3-2013
CITIBANK NA/CITIGROUP,3.0,476810,"SIOUX FALLS, SD",NAT,1344751000000.0,731555000000.0,0.54,0.37,1002.0,283.0,Y,0.0,0.1052,2013-09-30,Q3-2013
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1328010000000.0,1289181000000.0,0.97,0.48,6330.0,9.0,Y,0.0,0.1039,2013-09-30,Q3-2013
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,356590000000.0,355699000000.0,1.0,0.51,3137.0,1.0,N,0.0,0.0279,2013-09-30,Q3-2013
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,298486000000.0,295461000000.0,0.99,0.53,2847.0,1.0,N,0.0,0.0234,2013-09-30,Q3-2013
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,291475000000.0,192920000000.0,0.66,0.55,4.0,13.0,Y,0.0,0.0228,2013-09-30,Q3-2013
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,234771000000.0,234690000000.0,1.0,0.57,923.0,0.0,N,0.0,0.0184,2013-09-30,Q3-2013
T D BK NA/TD US P & C HOLD ULC,9.0,497404,"WILMINGTON, DE",NAT,215432000000.0,215432000000.0,1.0,0.59,1318.0,1.0,N,1.0,0.0169,2013-09-30,Q3-2013
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,212689000000.0,162189000000.0,0.76,0.6,2.0,11.0,N,0.0,0.0166,2013-09-30,Q3-2013
