Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2194835000000.0,1639236000000.0,0.75,0.14,5070.0,33.0,Y,0.0,0.1381,2018-09-30,Q3-2018
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1797881000000.0,1694771000000.0,0.94,0.25,4417.0,27.0,Y,0.0,0.1131,2018-09-30,Q3-2018
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1665128000000.0,1611326000000.0,0.97,0.36,5778.0,14.0,Y,0.0,0.1048,2018-09-30,Q3-2018
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1415081000000.0,840960000000.0,0.59,0.45,704.0,172.0,Y,0.0,0.089,2018-09-30,Q3-2018
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,456011000000.0,444964000000.0,0.98,0.47,3110.0,1.0,N,0.0,0.0287,2018-09-30,Q3-2018
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,368603000000.0,364556000000.0,0.99,0.5,2459.0,2.0,N,0.0,0.0232,2018-09-30,Q3-2018
T D BK NA/TD GRP US HOLDS LLC,7.0,497404,"WILMINGTON, DE",NAT,294331000000.0,294331000000.0,1.0,0.52,1248.0,0.0,N,1.0,0.0185,2018-09-30,Q3-2018
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,290450000000.0,290384000000.0,1.0,0.53,540.0,0.0,N,0.0,0.0183,2018-09-30,Q3-2018
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,273110000000.0,169728000000.0,0.62,0.55,2.0,15.0,Y,0.0,0.0172,2018-09-30,Q3-2018
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,230961000000.0,148684000000.0,0.64,0.57,2.0,11.0,N,0.0,0.0145,2018-09-30,Q3-2018
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON-SALEM, NC",SNM,216129000000.0,215913000000.0,1.0,0.58,1958.0,1.0,N,0.0,0.0136,2018-09-30,Q3-2018
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,205527000000.0,205527000000.0,1.0,0.59,1228.0,0.0,Y,0.0,0.0129,2018-09-30,Q3-2018
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,13.0,2182786,"NEW YORK, NY",SMB,179244000000.0,179244000000.0,1.0,0.6,1.0,1.0,N,0.0,0.0113,2018-09-30,Q3-2018
HSBC BK USA NA/HSBC N AMER HOLDS,14.0,413208,"TYSONS, VA",NAT,172380000000.0,170486000000.0,0.99,0.61,227.0,3.0,Y,1.0,0.0108,2018-09-30,Q3-2018
