Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2354812000000.0,1773365000000.0,0.75,0.14,4976.0,33.0,Y,0.0,0.1426,2019-06-30,Q2-2019
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1792891000000.0,1688843000000.0,0.94,0.25,4324.0,27.0,Y,0.0,0.1085,2019-06-30,Q2-2019
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1699842000000.0,1648158000000.0,0.97,0.35,5546.0,11.0,Y,0.0,0.1029,2019-06-30,Q2-2019
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1459623000000.0,859126000000.0,0.59,0.44,701.0,173.0,Y,0.0,0.0884,2019-06-30,Q2-2019
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,473138000000.0,462364000000.0,0.98,0.47,2973.0,1.0,N,0.0,0.0286,2019-06-30,Q2-2019
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,393267000000.0,389053000000.0,0.99,0.49,2391.0,1.0,N,0.0,0.0238,2019-06-30,Q2-2019
CAPITAL ONE NA/CAPITAL ONE FC,7.0,112837,"MC LEAN, VA",NAT,311288000000.0,311285000000.0,1.0,0.51,489.0,0.0,N,0.0,0.0188,2019-06-30,Q2-2019
BANK OF NY MELLON/BANK OF NY MELLON CORP,8.0,541101,"NEW YORK, NY",SMB,310148000000.0,196928000000.0,0.63,0.53,2.0,15.0,Y,0.0,0.0188,2019-06-30,Q2-2019
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,305419000000.0,305419000000.0,1.0,0.55,1239.0,0.0,N,0.0,0.0185,2019-06-30,Q2-2019
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,238122000000.0,153868000000.0,0.65,0.57,2.0,11.0,N,0.0,0.0144,2019-06-30,Q2-2019
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON-SALEM, NC",SNM,223086000000.0,222848000000.0,1.0,0.58,1788.0,1.0,N,0.0,0.0135,2019-06-30,Q2-2019
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,216297000000.0,216297000000.0,1.0,0.59,1160.0,0.0,N,0.0,0.0131,2019-06-30,Q2-2019
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,13.0,2182786,"NEW YORK, NY",SMB,200100000000.0,200100000000.0,1.0,0.6,2.0,1.0,N,0.0,0.0121,2019-06-30,Q2-2019
HSBC BK USA NA/HSBC N AMER HOLDS,14.0,413208,"TYSONS, VA",NAT,180699000000.0,179075000000.0,0.99,0.61,227.0,3.0,Y,0.0,0.0109,2019-06-30,Q2-2019
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,167179000000.0,166218000000.0,0.99,0.63,1228.0,1.0,N,0.0,0.0101,2019-06-30,Q2-2019
ALLY BK/ALLY FNCL,16.0,3284070,"SANDY, UT",SMB,163735000000.0,163735000000.0,1.0,0.64,0.0,0.0,N,0.0,0.0099,2019-06-30,Q2-2019
CITIZENS BK NA/CITIZENS FNCL GRP,17.0,3303298,"PROVIDENCE, RI",NAT,163025000000.0,163025000000.0,1.0,0.64,1100.0,1.0,N,0.0,0.0099,2019-06-30,Q2-2019
KEYBANK NA/KEYCORP,18.0,280110,"CLEVELAND, OH",NAT,143051000000.0,143041000000.0,1.0,0.65,1125.0,0.0,N,0.0,0.0087,2019-06-30,Q2-2019
MORGAN STANLEY BK NA/MORGAN STANLEY,19.0,1456501,"SALT LAKE CITY, UT",NAT,134409000000.0,134409000000.0,1.0,0.66,0.0,0.0,N,0.0,0.0081,2019-06-30,Q2-2019
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,20.0,212465,"SAN FRANCISCO, CA",NAT,133512000000.0,133512000000.0,1.0,0.67,348.0,0.0,Y,0.0,0.0081,2019-06-30,Q2-2019
BMO HARRIS BK NA/BMO FNCL CORP,21.0,75633,"CHICAGO, IL",NAT,129575000000.0,129575000000.0,1.0,0.68,578.0,0.0,N,0.0,0.0078,2019-06-30,Q2-2019
REGIONS BK/REGIONS FC,22.0,233031,"BIRMINGHAM, AL",SMB,126896000000.0,126896000000.0,1.0,0.69,1457.0,0.0,N,0.0,0.0077,2019-06-30,Q2-2019
NORTHERN TC/NORTHERN TR CORP,23.0,210434,"CHICAGO, IL",SMB,126103000000.0,84332000000.0,0.67,0.69,55.0,5.0,Y,0.0,0.0076,2019-06-30,Q2-2019
