Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2118497000000.0,1602352000000.0,0.76,0.14,5322.0,33.0,Y,0.0,0.1413,2016-09-30,Q3-2016
WELLS FARGO BK NA/WELLS FARGO & CO,2.0,451965,"SIOUX FALLS, SD",NAT,1740819000000.0,1686690000000.0,0.97,0.26,6181.0,14.0,Y,0.0,0.1161,2016-09-30,Q3-2016
BANK OF AMER NA/BANK OF AMER CORP,3.0,480228,"CHARLOTTE, NC",NAT,1659793000000.0,1560537000000.0,0.94,0.37,4678.0,30.0,Y,0.0,0.1107,2016-09-30,Q3-2016
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1356393000000.0,818052000000.0,0.6,0.46,740.0,249.0,Y,0.0,0.0905,2016-09-30,Q3-2016
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,448401000000.0,442206000000.0,0.99,0.49,3204.0,1.0,N,0.0,0.0299,2016-09-30,Q3-2016
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,357859000000.0,354013000000.0,0.99,0.51,2685.0,2.0,N,0.0,0.0239,2016-09-30,Q3-2016
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,299651000000.0,196118000000.0,0.65,0.53,2.0,14.0,Y,0.0,0.02,2016-09-30,Q3-2016
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,279255000000.0,279190000000.0,1.0,0.55,755.0,0.0,N,0.0,0.0186,2016-09-30,Q3-2016
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,264438000000.0,264438000000.0,1.0,0.57,1277.0,1.0,N,1.0,0.0176,2016-09-30,Q3-2016
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,251545000000.0,166699000000.0,0.66,0.59,2.0,11.0,N,0.0,0.0168,2016-09-30,Q3-2016
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON SALEM, NC",SNM,217378000000.0,217199000000.0,1.0,0.6,2210.0,1.0,N,0.0,0.0145,2016-09-30,Q3-2016
HSBC BK USA NA/HSBC N AMER HOLDS,12.0,413208,"MC LEAN, VA",NAT,203705000000.0,200355000000.0,0.98,0.61,227.0,3.0,Y,1.0,0.0136,2016-09-30,Q3-2016
SUNTRUST BK/SUNTRUST BK,13.0,675332,"ATLANTA, GA",SMB,200201000000.0,200201000000.0,1.0,0.63,1398.0,0.0,Y,0.0,0.0134,2016-09-30,Q3-2016
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,14.0,2182786,"NEW YORK, NY",SMB,158429000000.0,158429000000.0,1.0,0.64,1.0,1.0,N,0.0,0.0106,2016-09-30,Q3-2016
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,140771000000.0,140287000000.0,1.0,0.65,1212.0,1.0,N,0.0,0.0094,2016-09-30,Q3-2016
CHASE BK USA NA/JPMORGAN CHASE & CO,16.0,489913,"WILMINGTON, DE",NAT,130693000000.0,130693000000.0,1.0,0.66,0.0,0.0,N,0.0,0.0087,2016-09-30,Q3-2016
MORGAN STANLEY BK NA/MORGAN STANLEY,17.0,1456501,"SALT LAKE CITY, UT",NAT,126826000000.0,126826000000.0,1.0,0.66,0.0,0.0,N,0.0,0.0085,2016-09-30,Q3-2016
