Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3201942000000.0,2480688000000.0,0.77,0.15,4791.0,33.0,Y,,0.1476,2022-12-31,Q4-2022
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2418508000000.0,2291312000000.0,0.95,0.26,3819.0,24.0,Y,,0.1115,2022-12-31,Q4-2022
CITIBANK NA/CITIGROUP,3.0,476810,"SIOUX FALLS, SD",NAT,1766752000000.0,1069311000000.0,0.61,0.34,661.0,144.0,Y,,0.0814,2022-12-31,Q4-2022
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1717531000000.0,1693335000000.0,0.99,0.42,4670.0,10.0,Y,,0.0792,2022-12-31,Q4-2022
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,585136000000.0,574872000000.0,0.98,0.45,2236.0,1.0,N,,0.027,2022-12-31,Q4-2022
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,552307000000.0,550670000000.0,1.0,0.47,2617.0,1.0,N,,0.0255,2022-12-31,Q4-2022
TRUIST BK/TRUIST FC,7.0,852320,"CHARLOTTE, NC",SNM,546228000000.0,546148000000.0,1.0,0.5,2123.0,0.0,N,,0.0252,2022-12-31,Q4-2022
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,8.0,2182786,"NEW YORK, NY",SMB,486967000000.0,439365000000.0,0.9,0.52,2.0,2.0,N,,0.0224,2022-12-31,Q4-2022
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,453313000000.0,452784000000.0,1.0,0.54,292.0,1.0,N,,0.0209,2022-12-31,Q4-2022
T D BK NA/TD GRP US HOLDS LLC,10.0,497404,"WILMINGTON, DE",NAT,386799000000.0,386799000000.0,1.0,0.56,1163.0,0.0,N,,0.0178,2022-12-31,Q4-2022
BANK OF NY MELLON/BANK OF NY MELLON CORP,11.0,541101,"NEW YORK, NY",SMB,324646000000.0,236858000000.0,0.73,0.57,2.0,15.0,Y,,0.015,2022-12-31,Q4-2022
