Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1970450000000.0,1368993000000.0,0.69,0.15,5651.0,31.0,Y,0.0,0.1501,2014-03-31,Q1-2014
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1457856000000.0,1364992000000.0,0.94,0.26,5152.0,33.0,Y,0.0,0.111,2014-03-31,Q1-2014
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1388274000000.0,1348884000000.0,0.97,0.37,6347.0,9.0,Y,0.0,0.1057,2014-03-31,Q1-2014
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1362220000000.0,761270000000.0,0.56,0.47,981.0,281.0,Y,0.0,0.1037,2014-03-31,Q1-2014
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,367103000000.0,366279000000.0,1.0,0.5,3132.0,1.0,N,0.0,0.028,2014-03-31,Q1-2014
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,313362000000.0,310230000000.0,0.99,0.52,2816.0,1.0,N,0.0,0.0239,2014-03-31,Q1-2014
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,288176000000.0,184038000000.0,0.64,0.54,3.0,13.0,Y,0.0,0.0219,2014-03-31,Q1-2014
STATE STREET B&TC/STATE STREET CORP,8.0,35301,"BOSTON, MA",SMB,252493000000.0,199009000000.0,0.79,0.56,2.0,11.0,N,0.0,0.0192,2014-03-31,Q1-2014
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,236546000000.0,236463000000.0,1.0,0.58,914.0,0.0,N,0.0,0.018,2014-03-31,Q1-2014
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,220863000000.0,220863000000.0,1.0,0.6,1298.0,1.0,N,1.0,0.0168,2014-03-31,Q1-2014
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON SALEM, NC",SNM,180652000000.0,180485000000.0,1.0,0.61,1823.0,1.0,N,0.0,0.0138,2014-03-31,Q1-2014
HSBC BK USA NA/HSBC NORTH AMER HOLD,12.0,413208,"MCLEAN, VA",NAT,179598000000.0,165459000000.0,0.92,0.63,247.0,4.0,Y,1.0,0.0137,2014-03-31,Q1-2014
SUNTRUST BK/SUNTRUST BK,13.0,675332,"ATLANTA, GA",SMB,175464000000.0,175464000000.0,1.0,0.64,1538.0,0.0,Y,0.0,0.0134,2014-03-31,Q1-2014
FIA CARD SVC NA/BANK OF AMER CORP,14.0,1830035,"WILMINGTON, DE",NAT,155801000000.0,147471000000.0,0.95,0.65,0.0,0.0,N,0.0,0.0119,2014-03-31,Q1-2014
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,127331000000.0,126803000000.0,1.0,0.66,1356.0,1.0,N,0.0,0.0097,2014-03-31,Q1-2014
CHASE BK USA NA/JPMORGAN CHASE & CO,16.0,489913,"WILMINGTON, DE",NAT,125335000000.0,125335000000.0,1.0,0.67,0.0,0.0,Y,0.0,0.0095,2014-03-31,Q1-2014
REGIONS BK/REGIONS FC,17.0,233031,"BIRMINGHAM, AL",SMB,117079000000.0,117079000000.0,1.0,0.68,1675.0,0.0,N,0.0,0.0089,2014-03-31,Q1-2014
