Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2051004000000.0,1542630000000.0,0.75,0.14,5378.0,30.0,Y,0.0,0.1388,2016-06-30,Q2-2016
WELLS FARGO BK NA/WELLS FARGO & CO,2.0,451965,"SIOUX FALLS, SD",NAT,1699435000000.0,1645291000000.0,0.97,0.25,6200.0,11.0,Y,0.0,0.115,2016-06-30,Q2-2016
BANK OF AMER NA/BANK OF AMER CORP,3.0,480228,"CHARLOTTE, NC",NAT,1657878000000.0,1551334000000.0,0.94,0.37,4729.0,31.0,Y,0.0,0.1122,2016-06-30,Q2-2016
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1365660000000.0,824668000000.0,0.6,0.46,742.0,253.0,Y,0.0,0.0924,2016-06-30,Q2-2016
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,433463000000.0,426741000000.0,0.98,0.49,3210.0,1.0,N,0.0,0.0293,2016-06-30,Q2-2016
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,350224000000.0,346323000000.0,0.99,0.51,2687.0,2.0,N,0.0,0.0237,2016-06-30,Q2-2016
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,298719000000.0,194713000000.0,0.65,0.53,3.0,14.0,Y,0.0,0.0202,2016-06-30,Q2-2016
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,278661000000.0,278594000000.0,1.0,0.55,811.0,0.0,N,0.0,0.0189,2016-06-30,Q2-2016
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,255727000000.0,255727000000.0,1.0,0.57,1273.0,1.0,N,1.0,0.0173,2016-06-30,Q2-2016
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,251261000000.0,167070000000.0,0.66,0.58,2.0,11.0,N,0.0,0.017,2016-06-30,Q2-2016
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON SALEM, NC",SNM,217159000000.0,216978000000.0,1.0,0.6,2242.0,1.0,N,0.0,0.0147,2016-06-30,Q2-2016
HSBC BK USA NA/HSBC N AMER HOLDS,12.0,413208,"MC LEAN, VA",NAT,206206000000.0,202738000000.0,0.98,0.61,227.0,3.0,Y,1.0,0.014,2016-06-30,Q2-2016
SUNTRUST BK/SUNTRUST BK,13.0,675332,"ATLANTA, GA",SMB,194679000000.0,194679000000.0,1.0,0.63,1418.0,0.0,Y,0.0,0.0132,2016-06-30,Q2-2016
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,14.0,2182786,"NEW YORK, NY",SMB,160666000000.0,160666000000.0,1.0,0.64,1.0,1.0,N,0.0,0.0109,2016-06-30,Q2-2016
