Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3190100000000.0,2445865000000.0,0.77,0.15,4874.0,33.0,Y,,0.1537,2021-06-30,Q2-2021
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2350294000000.0,2222473000000.0,0.95,0.27,4203.0,25.0,Y,,0.1132,2021-06-30,Q2-2021
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1776718000000.0,1745875000000.0,0.98,0.35,4967.0,11.0,Y,,0.0856,2021-06-30,Q2-2021
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1693227000000.0,1008123000000.0,0.6,0.43,669.0,153.0,Y,,0.0816,2021-06-30,Q2-2021
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,547853000000.0,533233000000.0,0.97,0.46,2319.0,1.0,N,,0.0264,2021-06-30,Q2-2021
TRUIST BK/TRUIST FC,6.0,852320,"CHARLOTTE, NC",SNM,510294000000.0,510251000000.0,1.0,0.49,2558.0,1.0,N,,0.0246,2021-06-30,Q2-2021
PNC BK NA/PNC FNCL SVC GROUP,7.0,817824,"WILMINGTON, DE",NAT,453974000000.0,449101000000.0,0.99,0.51,2176.0,1.0,N,,0.0219,2021-06-30,Q2-2021
T D BK NA/TD GRP US HOLDS LLC,8.0,497404,"WILMINGTON, DE",NAT,415513000000.0,415513000000.0,1.0,0.53,1143.0,0.0,N,,0.02,2021-06-30,Q2-2021
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,384538000000.0,253669000000.0,0.66,0.55,2.0,14.0,Y,,0.0185,2021-06-30,Q2-2021
CAPITAL ONE NA/CAPITAL ONE FC,10.0,112837,"MC LEAN, VA",NAT,369047000000.0,369045000000.0,1.0,0.56,331.0,0.0,N,,0.0178,2021-06-30,Q2-2021
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,11.0,2182786,"NEW YORK, NY",SMB,351163000000.0,351072000000.0,1.0,0.58,2.0,1.0,N,,0.0169,2021-06-30,Q2-2021
STATE STREET B&TC/STATE STREET CORP,12.0,35301,"BOSTON, MA",SMB,322958000000.0,230636000000.0,0.71,0.6,2.0,10.0,N,,0.0156,2021-06-30,Q2-2021
FIFTH THIRD BK NA/FIFTH THIRD BC,13.0,723112,"CINCINNATI, OH",NAT,203979000000.0,203823000000.0,1.0,0.61,1113.0,1.0,N,,0.0098,2021-06-30,Q2-2021
HSBC BK USA NA/HSBC N AMER HOLDS,14.0,413208,"TYSONS, VA",NAT,194764000000.0,194764000000.0,1.0,0.62,147.0,3.0,Y,,0.0094,2021-06-30,Q2-2021
CITIZENS BK NA/CITIZENS FNCL GRP,15.0,3303298,"PROVIDENCE, RI",NAT,185036000000.0,185036000000.0,1.0,0.62,968.0,1.0,N,,0.0089,2021-06-30,Q2-2021
KEYBANK NA/KEYCORP,16.0,280110,"CLEVELAND, OH",NAT,178936000000.0,178934000000.0,1.0,0.63,1034.0,0.0,N,,0.0086,2021-06-30,Q2-2021
HUNTINGTON NB/HUNTINGTON BSHRS,17.0,12311,"COLUMBUS, OH",NAT,174866000000.0,174866000000.0,1.0,0.64,1308.0,0.0,N,,0.0084,2021-06-30,Q2-2021
MORGAN STANLEY BK NA/MORGAN STANLEY,18.0,1456501,"SALT LAKE CITY, UT",NAT,173043000000.0,173043000000.0,1.0,0.65,0.0,0.0,N,,0.0083,2021-06-30,Q2-2021
NORTHERN TC/NORTHERN TR CORP,19.0,210434,"CHICAGO, IL",SMB,171870000000.0,111320000000.0,0.65,0.66,54.0,5.0,Y,,0.0083,2021-06-30,Q2-2021
ALLY BK/ALLY FNCL,20.0,3284070,"SANDY, UT",SMB,170075000000.0,170075000000.0,1.0,0.67,0.0,0.0,N,,0.0082,2021-06-30,Q2-2021
FIRST REPUBLIC BK/,21.0,4114567,"SAN FRANCISCO, CA",SNM,161647000000.0,161647000000.0,1.0,0.67,72.0,0.0,N,,0.0078,2021-06-30,Q2-2021
SILICON VALLEY BK/SVB FNCL GRP,22.0,802866,"SANTA CLARA, CA",SMB,161200000000.0,152106000000.0,0.94,0.68,3.0,1.0,N,,0.0078,2021-06-30,Q2-2021
BMO HARRIS BK NA/BMO FNCL CORP,23.0,75633,"CHICAGO, IL",NAT,159839000000.0,159839000000.0,1.0,0.69,530.0,0.0,N,,0.0077,2021-06-30,Q2-2021
REGIONS BK/REGIONS FC,24.0,233031,"BIRMINGHAM, AL",SMB,154735000000.0,154735000000.0,1.0,0.7,1312.0,0.0,N,,0.0075,2021-06-30,Q2-2021
MANUFACTURERS & TRADERS TC/M&T BK CORP,25.0,501105,"BUFFALO, NY",SMB,150228000000.0,150228000000.0,1.0,0.7,729.0,2.0,Y,,0.0072,2021-06-30,Q2-2021
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,26.0,2489805,"PURCHASE, NY",NAT,135856000000.0,135856000000.0,1.0,0.71,0.0,0.0,N,,0.0065,2021-06-30,Q2-2021
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,27.0,212465,"SAN FRANCISCO, CA",NAT,133207000000.0,133207000000.0,1.0,0.72,304.0,0.0,Y,,0.0064,2021-06-30,Q2-2021
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,28.0,1394676,"SANDY, UT",NAT,126566000000.0,126566000000.0,1.0,0.72,0.0,0.0,N,,0.0061,2021-06-30,Q2-2021
DISCOVER BK/DISCOVER FS,29.0,30810,"GREENWOOD, DE",SNM,108936000000.0,108936000000.0,1.0,0.73,0.0,0.0,N,,0.0052,2021-06-30,Q2-2021
CAPITAL ONE BK USA NA/CAPITAL ONE FC,30.0,2253891,"GLEN ALLEN, VA",NAT,107235000000.0,106394000000.0,0.99,0.73,0.0,1.0,N,,0.0052,2021-06-30,Q2-2021
BANK OF THE WEST/BNP PARIBAS USA,31.0,804963,"SAN FRANCISCO, CA",SNM,99179000000.0,99179000000.0,1.0,0.74,531.0,0.0,N,,0.0048,2021-06-30,Q2-2021
SIGNATURE BK/,32.0,2942690,"NEW YORK, NY",SNM,97210000000.0,97210000000.0,1.0,0.74,7.0,0.0,N,,0.0047,2021-06-30,Q2-2021
BBVA USA/PNC FNCL SVC GROUP,33.0,697633,"BIRMINGHAM, AL",SMB,95849000000.0,95849000000.0,1.0,0.75,645.0,0.0,N,,0.0046,2021-06-30,Q2-2021
SANTANDER BK NA/SANTANDER HOLDS USA,34.0,722777,"WILMINGTON, DE",NAT,95193000000.0,95191000000.0,1.0,0.75,538.0,0.0,N,,0.0046,2021-06-30,Q2-2021
COMERICA BK/COMERICA,35.0,60143,"DALLAS, TX",SMB,88331000000.0,87729000000.0,0.99,0.76,431.0,1.0,N,,0.0043,2021-06-30,Q2-2021
