Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2008808000000.0,1413802000000.0,0.7,0.15,5621.0,32.0,Y,0.0,0.1479,2014-09-30,Q3-2014
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1524575000000.0,1440694000000.0,0.94,0.26,5004.0,33.0,Y,0.0,0.1123,2014-09-30,Q3-2014
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1482815000000.0,1442280000000.0,0.97,0.37,6335.0,9.0,Y,0.0,0.1092,2014-09-30,Q3-2014
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1377620000000.0,774493000000.0,0.56,0.47,912.0,276.0,Y,0.0,0.1014,2014-09-30,Q3-2014
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,387034000000.0,386315000000.0,1.0,0.5,3235.0,1.0,N,0.0,0.0285,2014-09-30,Q3-2014
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,324117000000.0,320747000000.0,0.99,0.52,2804.0,1.0,N,0.0,0.0239,2014-09-30,Q3-2014
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,304867000000.0,202048000000.0,0.66,0.55,3.0,13.0,Y,0.0,0.0224,2014-09-30,Q3-2014
STATE STREET B&TC/STATE STREET CORP,8.0,35301,"BOSTON, MA",SMB,270372000000.0,216370000000.0,0.8,0.57,2.0,11.0,N,0.0,0.0199,2014-09-30,Q3-2014
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,247492000000.0,247412000000.0,1.0,0.58,886.0,0.0,N,0.0,0.0182,2014-09-30,Q3-2014
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,224996000000.0,224996000000.0,1.0,0.6,1299.0,1.0,N,1.0,0.0166,2014-09-30,Q3-2014
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON SALEM, NC",SNM,182901000000.0,182699000000.0,1.0,0.61,1841.0,1.0,N,0.0,0.0135,2014-09-30,Q3-2014
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,182555000000.0,182555000000.0,1.0,0.63,1490.0,0.0,Y,0.0,0.0134,2014-09-30,Q3-2014
HSBC BK USA NA/HSBC NORTH AMER HOLD,13.0,413208,"MCLEAN, VA",NAT,168366000000.0,157681000000.0,0.94,0.64,237.0,3.0,Y,1.0,0.0124,2014-09-30,Q3-2014
CHASE BK USA NA/JPMORGAN CHASE & CO,14.0,489913,"WILMINGTON, DE",NAT,142621000000.0,142621000000.0,1.0,0.65,0.0,0.0,Y,0.0,0.0105,2014-09-30,Q3-2014
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,131826000000.0,131084000000.0,0.99,0.66,1353.0,1.0,N,0.0,0.0097,2014-09-30,Q3-2014
FIA CARD SVC NA/BANK OF AMER CORP,16.0,1830035,"WILMINGTON, DE",NAT,127000000000.0,117253000000.0,0.92,0.67,0.0,0.0,N,0.0,0.0094,2014-09-30,Q3-2014
REGIONS BK/REGIONS FC,17.0,233031,"BIRMINGHAM, AL",SMB,118290000000.0,118284000000.0,1.0,0.68,1673.0,0.0,N,0.0,0.0087,2014-09-30,Q3-2014
MORGAN STANLEY BK NA/MORGAN STANLEY,18.0,1456501,"SALT LAKE CITY, UT",NAT,116771000000.0,116771000000.0,1.0,0.69,0.0,0.0,N,0.0,0.0086,2014-09-30,Q3-2014
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,19.0,2182786,"NEW YORK, NY",SMB,111758000000.0,111758000000.0,1.0,0.69,1.0,1.0,N,0.0,0.0082,2014-09-30,Q3-2014
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,110796000000.0,85291000000.0,0.77,0.7,71.0,4.0,Y,0.0,0.0082,2014-09-30,Q3-2014
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,21.0,212465,"SAN FRANCISCO, CA",NAT,110320000000.0,109835000000.0,1.0,0.71,412.0,1.0,Y,1.0,0.0081,2014-09-30,Q3-2014
CITIZENS BK NA/CITIZENS FNCL GRP,22.0,3303298,"PROVIDENCE, RI",NAT,101843000000.0,101843000000.0,1.0,0.72,851.0,1.0,N,0.75,0.0075,2014-09-30,Q3-2014
ALLY BK/ALLY FNCL,23.0,3284070,"MIDVALE, UT",SNM,100771000000.0,100771000000.0,1.0,0.73,0.0,0.0,N,0.0,0.0074,2014-09-30,Q3-2014
BMO HARRIS BK NA/BMO FNCL CORP,24.0,75633,"CHICAGO, IL",NAT,98481000000.0,98276000000.0,1.0,0.73,639.0,0.0,N,1.0,0.0073,2014-09-30,Q3-2014
MANUFACTURERS & TRADERS TC/M&T BK CORP,25.0,501105,"BUFFALO, NY",SMB,96470000000.0,96470000000.0,1.0,0.74,736.0,2.0,Y,0.0,0.0071,2014-09-30,Q3-2014
KEYBANK NA/KEYCORP,26.0,280110,"CLEVELAND, OH",NAT,87398000000.0,86638000000.0,0.99,0.75,1021.0,1.0,N,0.0,0.0064,2014-09-30,Q3-2014
CAPITAL ONE BK USA NA/CAPITAL ONE FC,27.0,2253891,"GLEN ALLEN, VA",NAT,87398000000.0,86794000000.0,0.99,0.75,0.0,1.0,N,0.0,0.0064,2014-09-30,Q3-2014
DISCOVER BK/DISCOVER FS,28.0,30810,"GREENWOOD, DE",SNM,79118000000.0,79118000000.0,1.0,0.76,0.0,0.0,N,0.0,0.0058,2014-09-30,Q3-2014
COMPASS BK/BBVA COMPASS BSHRS,29.0,697633,"BIRMINGHAM, AL",SMB,78121000000.0,78121000000.0,1.0,0.76,677.0,0.0,N,1.0,0.0058,2014-09-30,Q3-2014
