Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3380824000000.0,2573395000000.0,0.76,0.16,4828.0,33.0,Y,,0.1561,2022-06-30,Q2-2022
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2440022000000.0,2311141000000.0,0.95,0.27,3895.0,24.0,Y,,0.1126,2022-06-30,Q2-2022
CITIBANK NA/CITIGROUP,3.0,476810,"SIOUX FALLS, SD",NAT,1720308000000.0,1039023000000.0,0.6,0.35,666.0,145.0,Y,,0.0794,2022-06-30,Q2-2022
WELLS FARGO BK NA/WELLS FARGO & CO,4.0,451965,"SIOUX FALLS, SD",NAT,1712535000000.0,1688738000000.0,0.99,0.43,4739.0,11.0,Y,,0.0791,2022-06-30,Q2-2022
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,582253000000.0,572545000000.0,0.98,0.45,2251.0,1.0,N,,0.0269,2022-06-30,Q2-2022
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,534347000000.0,533209000000.0,1.0,0.48,2639.0,1.0,N,,0.0247,2022-06-30,Q2-2022
TRUIST BK/TRUIST FC,7.0,852320,"CHARLOTTE, NC",SNM,532080000000.0,532021000000.0,1.0,0.5,2117.0,0.0,N,,0.0246,2022-06-30,Q2-2022
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,8.0,2182786,"NEW YORK, NY",SMB,501906000000.0,438209000000.0,0.87,0.53,2.0,2.0,N,,0.0232,2022-06-30,Q2-2022
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,405223000000.0,405223000000.0,1.0,0.55,1159.0,0.0,N,,0.0187,2022-06-30,Q2-2022
CAPITAL ONE NA/CAPITAL ONE FC,10.0,112837,"MC LEAN, VA",NAT,388440000000.0,388437000000.0,1.0,0.56,296.0,0.0,N,,0.0179,2022-06-30,Q2-2022
BANK OF NY MELLON/BANK OF NY MELLON CORP,11.0,541101,"NEW YORK, NY",SMB,365102000000.0,259445000000.0,0.71,0.58,2.0,15.0,Y,,0.0169,2022-06-30,Q2-2022
STATE STREET B&TC/STATE STREET CORP,12.0,35301,"BOSTON, MA",SMB,296434000000.0,204055000000.0,0.69,0.59,2.0,10.0,N,,0.0137,2022-06-30,Q2-2022
CITIZENS BK NA/CITIZENS FNCL GRP,13.0,3303298,"PROVIDENCE, RI",NAT,226532000000.0,226532000000.0,1.0,0.6,1165.0,1.0,N,,0.0105,2022-06-30,Q2-2022
SILICON VALLEY BK/SVB FNCL GRP,14.0,802866,"SANTA CLARA, CA",SMB,211824000000.0,199822000000.0,0.94,0.61,16.0,1.0,N,,0.0098,2022-06-30,Q2-2022
FIFTH THIRD BK NA/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",NAT,205546000000.0,205368000000.0,1.0,0.62,1097.0,1.0,N,,0.0095,2022-06-30,Q2-2022
MANUFACTURERS & TRADERS TC/M&T BK CORP,16.0,501105,"BUFFALO, NY",SMB,203656000000.0,203656000000.0,1.0,0.63,1081.0,1.0,Y,,0.0094,2022-06-30,Q2-2022
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,17.0,2489805,"PURCHASE, NY",NAT,199887000000.0,199887000000.0,1.0,0.64,0.0,0.0,N,,0.0092,2022-06-30,Q2-2022
FIRST REPUBLIC BK/,18.0,4114567,"SAN FRANCISCO, CA",SNM,197908000000.0,197908000000.0,1.0,0.65,72.0,0.0,N,,0.0091,2022-06-30,Q2-2022
MORGAN STANLEY BK NA/MORGAN STANLEY,19.0,1456501,"SALT LAKE CITY, UT",NAT,191345000000.0,191345000000.0,1.0,0.66,0.0,0.0,N,,0.0088,2022-06-30,Q2-2022
KEYBANK NA/KEYCORP,20.0,280110,"CLEVELAND, OH",NAT,184673000000.0,184672000000.0,1.0,0.67,998.0,0.0,N,,0.0085,2022-06-30,Q2-2022
HUNTINGTON NB/HUNTINGTON BSHRS,21.0,12311,"COLUMBUS, OH",NAT,178091000000.0,178091000000.0,1.0,0.68,1104.0,0.0,N,,0.0082,2022-06-30,Q2-2022
ALLY BK/ALLY FNCL,22.0,3284070,"SANDY, UT",SMB,175814000000.0,175814000000.0,1.0,0.68,0.0,0.0,N,,0.0081,2022-06-30,Q2-2022
HSBC BK USA NA/HSBC N AMER HOLDS,23.0,413208,"TYSONS, VA",NAT,168925000000.0,168924000000.0,1.0,0.69,21.0,3.0,Y,,0.0078,2022-06-30,Q2-2022
BMO HARRIS BK NA/BMO FNCL CORP,24.0,75633,"CHICAGO, IL",NAT,163203000000.0,163203000000.0,1.0,0.7,503.0,0.0,N,,0.0075,2022-06-30,Q2-2022
REGIONS BK/REGIONS FC,25.0,233031,"BIRMINGHAM, AL",SMB,159787000000.0,159787000000.0,1.0,0.71,1294.0,0.0,N,,0.0074,2022-06-30,Q2-2022
NORTHERN TC/NORTHERN TR CORP,26.0,210434,"CHICAGO, IL",SMB,157290000000.0,109193000000.0,0.69,0.71,55.0,5.0,Y,,0.0073,2022-06-30,Q2-2022
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,27.0,1394676,"SANDY, UT",NAT,137922000000.0,137922000000.0,1.0,0.72,0.0,0.0,N,,0.0064,2022-06-30,Q2-2022
CAPITAL ONE BK USA NA/CAPITAL ONE FC,28.0,2253891,"GLEN ALLEN, VA",NAT,126718000000.0,126123000000.0,1.0,0.73,0.0,1.0,N,,0.0058,2022-06-30,Q2-2022
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,29.0,212465,"SAN FRANCISCO, CA",NAT,124662000000.0,124662000000.0,1.0,0.73,296.0,0.0,Y,,0.0058,2022-06-30,Q2-2022
SIGNATURE BK/,30.0,2942690,"NEW YORK, NY",SNM,115967000000.0,115967000000.0,1.0,0.74,7.0,0.0,N,,0.0054,2022-06-30,Q2-2022
DISCOVER BK/DISCOVER FS,31.0,30810,"GREENWOOD, DE",SNM,113025000000.0,113025000000.0,1.0,0.74,0.0,0.0,N,,0.0052,2022-06-30,Q2-2022
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,32.0,491224,"RALEIGH, NC",SNM,107542000000.0,107510000000.0,1.0,0.75,584.0,0.0,N,,0.005,2022-06-30,Q2-2022
BANK OF THE WEST/BNP PARIBAS USA,33.0,804963,"SAN FRANCISCO, CA",SNM,94492000000.0,94492000000.0,1.0,0.75,518.0,0.0,N,,0.0044,2022-06-30,Q2-2022
SANTANDER BK NA/SANTANDER HOLDS USA,34.0,722777,"WILMINGTON, DE",NAT,93872000000.0,93870000000.0,1.0,0.76,480.0,0.0,N,,0.0043,2022-06-30,Q2-2022
CITY NB/RBC US GRP HOLDS LLC,35.0,63069,"LOS ANGELES, CA",NAT,91119000000.0,91119000000.0,1.0,0.76,74.0,0.0,N,,0.0042,2022-06-30,Q2-2022
