Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2292334000000.0,1708663000000.0,0.75,0.14,5034.0,33.0,Y,0.0,0.1404,2019-03-31,Q1-2019
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1775353000000.0,1683073000000.0,0.95,0.25,4339.0,27.0,Y,0.0,0.1087,2019-03-31,Q1-2019
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1667769000000.0,1615006000000.0,0.97,0.35,5585.0,12.0,Y,0.0,0.1022,2019-03-31,Q1-2019
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1430122000000.0,839095000000.0,0.59,0.44,702.0,172.0,Y,0.0,0.0876,2019-03-31,Q1-2019
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,467322000000.0,457382000000.0,0.98,0.47,3048.0,1.0,N,0.0,0.0286,2019-03-31,Q1-2019
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,380593000000.0,376484000000.0,0.99,0.49,2416.0,2.0,N,0.0,0.0233,2019-03-31,Q1-2019
CAPITAL ONE NA/CAPITAL ONE FC,7.0,112837,"MC LEAN, VA",NAT,306751000000.0,306748000000.0,1.0,0.51,537.0,0.0,N,0.0,0.0188,2019-03-31,Q1-2019
T D BK NA/TD GRP US HOLDS LLC,8.0,497404,"WILMINGTON, DE",NAT,301450000000.0,301450000000.0,1.0,0.53,1241.0,0.0,N,1.0,0.0185,2019-03-31,Q1-2019
BANK OF NY MELLON/BANK OF NY MELLON CORP,9.0,541101,"NEW YORK, NY",SMB,271195000000.0,169546000000.0,0.63,0.54,2.0,15.0,Y,0.0,0.0166,2019-03-31,Q1-2019
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,225137000000.0,149831000000.0,0.67,0.56,2.0,11.0,N,0.0,0.0138,2019-03-31,Q1-2019
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON-SALEM, NC",SNM,219793000000.0,219575000000.0,1.0,0.57,1871.0,1.0,N,0.0,0.0135,2019-03-31,Q1-2019
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,214042000000.0,214042000000.0,1.0,0.59,1163.0,0.0,Y,0.0,0.0131,2019-03-31,Q1-2019
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,13.0,2182786,"NEW YORK, NY",SMB,195860000000.0,195860000000.0,1.0,0.6,2.0,1.0,N,0.0,0.012,2019-03-31,Q1-2019
HSBC BK USA NA/HSBC N AMER HOLDS,14.0,413208,"TYSONS, VA",NAT,177494000000.0,175842000000.0,0.99,0.61,227.0,3.0,Y,1.0,0.0109,2019-03-31,Q1-2019
ALLY BK/ALLY FNCL,15.0,3284070,"SANDY, UT",SMB,162146000000.0,162146000000.0,1.0,0.62,0.0,0.0,N,0.0,0.0099,2019-03-31,Q1-2019
CITIZENS BK NA/CITIZENS FNCL GRP,16.0,3303298,"PROVIDENCE, RI",NAT,161403000000.0,161403000000.0,1.0,0.63,1104.0,1.0,N,0.0,0.0099,2019-03-31,Q1-2019
FIFTH THIRD BK/FIFTH THIRD BC,17.0,723112,"CINCINNATI, OH",SMB,147398000000.0,146921000000.0,1.0,0.64,1138.0,1.0,N,0.0,0.009,2019-03-31,Q1-2019
