Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2820922000000.0,2163962000000.0,0.77,0.15,4928.0,33.0,Y,,0.1465,2020-06-30,Q2-2020
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2161656000000.0,2057019000000.0,0.95,0.26,4241.0,26.0,Y,,0.1123,2020-06-30,Q2-2020
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1799940000000.0,1760451000000.0,0.98,0.35,5389.0,11.0,Y,,0.0935,2020-06-30,Q2-2020
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1633678000000.0,985494000000.0,0.6,0.44,697.0,155.0,Y,,0.0849,2020-06-30,Q2-2020
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,536291000000.0,525256000000.0,0.98,0.46,2807.0,1.0,N,,0.0279,2020-06-30,Q2-2020
TRUIST BK/TRUIST FC,6.0,852320,"CHARLOTTE, NC",SNM,493999000000.0,493957000000.0,1.0,0.49,2918.0,1.0,N,,0.0257,2020-06-30,Q2-2020
PNC BK NA/PNC FNCL SVC GROUP,7.0,817824,"WILMINGTON, DE",NAT,455306000000.0,451002000000.0,0.99,0.51,2318.0,1.0,N,,0.0236,2020-06-30,Q2-2020
T D BK NA/TD GRP US HOLDS LLC,8.0,497404,"WILMINGTON, DE",NAT,383967000000.0,383967000000.0,1.0,0.53,1224.0,0.0,N,,0.0199,2020-06-30,Q2-2020
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,363709000000.0,363706000000.0,1.0,0.55,450.0,0.0,N,,0.0189,2020-06-30,Q2-2020
BANK OF NY MELLON/BANK OF NY MELLON CORP,10.0,541101,"NEW YORK, NY",SMB,357961000000.0,236430000000.0,0.66,0.57,2.0,14.0,Y,,0.0186,2020-06-30,Q2-2020
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,11.0,2182786,"NEW YORK, NY",SMB,282583000000.0,282583000000.0,1.0,0.59,2.0,1.0,N,,0.0147,2020-06-30,Q2-2020
STATE STREET B&TC/STATE STREET CORP,12.0,35301,"BOSTON, MA",SMB,276808000000.0,184230000000.0,0.67,0.6,2.0,10.0,N,,0.0144,2020-06-30,Q2-2020
HSBC BK USA NA/HSBC N AMER HOLDS,13.0,413208,"TYSONS, VA",NAT,211045000000.0,209552000000.0,0.99,0.61,147.0,3.0,Y,,0.011,2020-06-30,Q2-2020
FIFTH THIRD BK NA/FIFTH THIRD BC,14.0,723112,"CINCINNATI, OH",NAT,201287000000.0,200704000000.0,1.0,0.62,1142.0,1.0,N,,0.0105,2020-06-30,Q2-2020
CITIZENS BK NA/CITIZENS FNCL GRP,15.0,3303298,"PROVIDENCE, RI",NAT,179841000000.0,179841000000.0,1.0,0.63,1036.0,1.0,N,,0.0093,2020-06-30,Q2-2020
ALLY BK/ALLY FNCL,16.0,3284070,"SANDY, UT",SMB,172910000000.0,172910000000.0,1.0,0.64,0.0,0.0,N,,0.009,2020-06-30,Q2-2020
KEYBANK NA/KEYCORP,17.0,280110,"CLEVELAND, OH",NAT,169805000000.0,169790000000.0,1.0,0.65,1099.0,0.0,N,,0.0088,2020-06-30,Q2-2020
MORGAN STANLEY BK NA/MORGAN STANLEY,18.0,1456501,"SALT LAKE CITY, UT",NAT,167077000000.0,167077000000.0,1.0,0.66,0.0,0.0,N,,0.0087,2020-06-30,Q2-2020
BMO HARRIS BK NA/BMO FNCL CORP,19.0,75633,"CHICAGO, IL",NAT,153457000000.0,153457000000.0,1.0,0.67,532.0,0.0,N,,0.008,2020-06-30,Q2-2020
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,150924000000.0,102392000000.0,0.68,0.67,55.0,5.0,Y,,0.0078,2020-06-30,Q2-2020
REGIONS BK/REGIONS FC,21.0,233031,"BIRMINGHAM, AL",SMB,143443000000.0,143443000000.0,1.0,0.68,1391.0,0.0,N,,0.0075,2020-06-30,Q2-2020
MANUFACTURERS & TRADERS TC/M&T BK CORP,22.0,501105,"BUFFALO, NY",SMB,139153000000.0,139153000000.0,1.0,0.69,766.0,2.0,Y,,0.0072,2020-06-30,Q2-2020
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,23.0,1394676,"SANDY, UT",NAT,138633000000.0,138633000000.0,1.0,0.7,0.0,0.0,N,,0.0072,2020-06-30,Q2-2020
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,24.0,212465,"SAN FRANCISCO, CA",NAT,136272000000.0,136272000000.0,1.0,0.7,347.0,0.0,Y,,0.0071,2020-06-30,Q2-2020
FIRST REPUBLIC BK/,25.0,4114567,"SAN FRANCISCO, CA",SNM,128304000000.0,128304000000.0,1.0,0.71,72.0,0.0,N,,0.0067,2020-06-30,Q2-2020
HUNTINGTON NB/HUNTINGTON BSHRS,26.0,12311,"COLUMBUS, OH",NAT,118284000000.0,118284000000.0,1.0,0.72,886.0,0.0,N,,0.0061,2020-06-30,Q2-2020
DISCOVER BK/DISCOVER FS,27.0,30810,"GREENWOOD, DE",SNM,112234000000.0,112234000000.0,1.0,0.72,0.0,0.0,N,,0.0058,2020-06-30,Q2-2020
CAPITAL ONE BK USA NA/CAPITAL ONE FC,28.0,2253891,"GLEN ALLEN, VA",NAT,110699000000.0,109923000000.0,0.99,0.73,0.0,1.0,N,,0.0057,2020-06-30,Q2-2020
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,29.0,2489805,"PURCHASE, NY",NAT,102525000000.0,102525000000.0,1.0,0.73,0.0,0.0,N,,0.0053,2020-06-30,Q2-2020
