Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2337646000000.0,1807763000000.0,0.77,0.14,4982.0,33.0,Y,0.0,0.1382,2019-12-31,Q4-2019
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1852983000000.0,1746717000000.0,0.94,0.25,4242.0,27.0,Y,0.0,0.1096,2019-12-31,Q4-2019
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1712919000000.0,1653427000000.0,0.97,0.35,5441.0,11.0,Y,0.0,0.1013,2019-12-31,Q4-2019
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1453998000000.0,854608000000.0,0.59,0.44,700.0,170.0,Y,0.0,0.086,2019-12-31,Q4-2019
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,486004000000.0,475026000000.0,0.98,0.46,2842.0,1.0,N,0.0,0.0287,2019-12-31,Q4-2019
TRUIST BK/TRUIST FC,6.0,852320,"CHARLOTTE, NC",SNM,461256000000.0,461001000000.0,1.0,0.49,2956.0,1.0,N,0.0,0.0273,2019-12-31,Q4-2019
PNC BK NA/PNC FNCL SVC GROUP,7.0,817824,"WILMINGTON, DE",NAT,397703000000.0,393014000000.0,0.99,0.51,2374.0,1.0,N,0.0,0.0235,2019-12-31,Q4-2019
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,328999000000.0,328995000000.0,1.0,0.53,468.0,0.0,N,0.0,0.0195,2019-12-31,Q4-2019
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,320472000000.0,320472000000.0,1.0,0.55,1232.0,0.0,N,0.0,0.019,2019-12-31,Q4-2019
BANK OF NY MELLON/BANK OF NY MELLON CORP,10.0,541101,"NEW YORK, NY",SMB,311387000000.0,196861000000.0,0.63,0.57,2.0,15.0,Y,0.0,0.0184,2019-12-31,Q4-2019
STATE STREET B&TC/STATE STREET CORP,11.0,35301,"BOSTON, MA",SMB,242148000000.0,157468000000.0,0.65,0.59,2.0,11.0,N,0.0,0.0143,2019-12-31,Q4-2019
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,12.0,2182786,"NEW YORK, NY",SMB,228836000000.0,228836000000.0,1.0,0.6,2.0,1.0,N,0.0,0.0135,2019-12-31,Q4-2019
HSBC BK USA NA/HSBC N AMER HOLDS,13.0,413208,"TYSONS, VA",NAT,172888000000.0,171214000000.0,0.99,0.61,229.0,3.0,Y,0.0,0.0102,2019-12-31,Q4-2019
FIFTH THIRD BK NA/FIFTH THIRD BC,14.0,723112,"CINCINNATI, OH",NAT,167845000000.0,167213000000.0,1.0,0.62,1171.0,1.0,N,0.0,0.0099,2019-12-31,Q4-2019
ALLY BK/ALLY FNCL,15.0,3284070,"SANDY, UT",SMB,167492000000.0,167492000000.0,1.0,0.63,0.0,0.0,N,0.0,0.0099,2019-12-31,Q4-2019
CITIZENS BK NA/CITIZENS FNCL GRP,16.0,3303298,"PROVIDENCE, RI",NAT,165742000000.0,165742000000.0,1.0,0.64,1069.0,1.0,N,0.0,0.0098,2019-12-31,Q4-2019
MORGAN STANLEY BK NA/MORGAN STANLEY,17.0,1456501,"SALT LAKE CITY, UT",NAT,146645000000.0,146645000000.0,1.0,0.65,0.0,0.0,N,0.0,0.0087,2019-12-31,Q4-2019
KEYBANK NA/KEYCORP,18.0,280110,"CLEVELAND, OH",NAT,143390000000.0,143374000000.0,1.0,0.66,1122.0,0.0,N,0.0,0.0085,2019-12-31,Q4-2019
BMO HARRIS BK NA/BMO FNCL CORP,19.0,75633,"CHICAGO, IL",NAT,137588000000.0,137588000000.0,1.0,0.66,568.0,0.0,N,0.0,0.0081,2019-12-31,Q4-2019
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,135885000000.0,91290000000.0,0.67,0.67,56.0,5.0,Y,0.0,0.008,2019-12-31,Q4-2019
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,21.0,212465,"SAN FRANCISCO, CA",NAT,133194000000.0,133194000000.0,1.0,0.68,348.0,0.0,Y,0.0,0.0079,2019-12-31,Q4-2019
REGIONS BK/REGIONS FC,22.0,233031,"BIRMINGHAM, AL",SMB,125641000000.0,125641000000.0,1.0,0.69,1425.0,0.0,N,0.0,0.0074,2019-12-31,Q4-2019
CAPITAL ONE BK USA NA/CAPITAL ONE FC,23.0,2253891,"GLEN ALLEN, VA",NAT,124627000000.0,123180000000.0,0.99,0.7,0.0,1.0,N,0.0,0.0074,2019-12-31,Q4-2019
