Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1914658000000.0,1452930000000.0,0.76,0.13,5420.0,30.0,Y,0.0,0.1347,2015-12-31,Q4-2015
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1639305000000.0,1549160000000.0,0.95,0.25,4787.0,32.0,Y,0.0,0.1153,2015-12-31,Q4-2015
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1610580000000.0,1560663000000.0,0.97,0.36,6223.0,11.0,Y,0.0,0.1133,2015-12-31,Q4-2015
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1299801000000.0,761509000000.0,0.59,0.45,794.0,268.0,Y,0.0,0.0914,2015-12-31,Q4-2015
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,417458000000.0,415124000000.0,0.99,0.48,3223.0,1.0,N,0.0,0.0294,2015-12-31,Q4-2015
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,348291000000.0,344736000000.0,0.99,0.51,2705.0,2.0,N,0.0,0.0245,2015-12-31,Q4-2015
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,319258000000.0,217473000000.0,0.68,0.53,3.0,13.0,Y,0.0,0.0225,2015-12-31,Q4-2015
CAPITAL ONE NA/CAPITAL ONE FC,8.0,112837,"MC LEAN, VA",NAT,273232000000.0,273144000000.0,1.0,0.55,812.0,0.0,N,0.0,0.0192,2015-12-31,Q4-2015
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,246486000000.0,246486000000.0,1.0,0.57,1306.0,1.0,N,1.0,0.0173,2015-12-31,Q4-2015
STATE STREET B&TC/STATE STREET CORP,10.0,35301,"BOSTON, MA",SMB,240898000000.0,165911000000.0,0.69,0.58,2.0,11.0,N,0.0,0.0169,2015-12-31,Q4-2015
BRANCH BKG&TC/BB&T CORP,11.0,852320,"WINSTON SALEM, NC",SNM,205126000000.0,204959000000.0,1.0,0.6,2129.0,1.0,N,0.0,0.0144,2015-12-31,Q4-2015
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,186711000000.0,186711000000.0,1.0,0.61,1437.0,0.0,Y,0.0,0.0131,2015-12-31,Q4-2015
HSBC BK USA NA/HSBC NORTH AMER HOLDS,13.0,413208,"MC LEAN, VA",NAT,183138000000.0,179484000000.0,0.98,0.62,227.0,3.0,Y,1.0,0.0129,2015-12-31,Q4-2015
CHASE BK USA NA/JPMORGAN CHASE & CO,14.0,489913,"WILMINGTON, DE",NAT,149426000000.0,149426000000.0,1.0,0.64,0.0,0.0,N,0.0,0.0105,2015-12-31,Q4-2015
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,138621000000.0,138172000000.0,1.0,0.65,1304.0,1.0,N,0.0,0.0097,2015-12-31,Q4-2015
MORGAN STANLEY BK NA/MORGAN STANLEY,16.0,1456501,"SALT LAKE CITY, UT",NAT,136028000000.0,136028000000.0,1.0,0.65,0.0,0.0,N,0.0,0.0096,2015-12-31,Q4-2015
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,17.0,2182786,"NEW YORK, NY",SMB,134695000000.0,134695000000.0,1.0,0.66,1.0,1.0,N,0.0,0.0095,2015-12-31,Q4-2015
REGIONS BK/REGIONS FC,18.0,233031,"BIRMINGHAM, AL",SMB,125121000000.0,125121000000.0,1.0,0.67,1623.0,0.0,N,0.0,0.0088,2015-12-31,Q4-2015
MANUFACTURERS & TRADERS TC/M&T BK CORP,19.0,501105,"BUFFALO, NY",SMB,122100000000.0,122100000000.0,1.0,0.68,849.0,2.0,Y,0.0,0.0086,2015-12-31,Q4-2015
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,116391000000.0,88715000000.0,0.76,0.69,68.0,4.0,Y,0.0,0.0082,2015-12-31,Q4-2015
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,21.0,212465,"SAN FRANCISCO, CA",NAT,115384000000.0,115081000000.0,1.0,0.7,367.0,1.0,Y,1.0,0.0081,2015-12-31,Q4-2015
ALLY BK/ALLY FNCL,22.0,3284070,"MIDVALE, UT",SNM,111307000000.0,111307000000.0,1.0,0.71,0.0,0.0,N,0.0,0.0078,2015-12-31,Q4-2015
