Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2096114000000.0,1528986000000.0,0.73,0.15,5576.0,30.0,Y,0.0,0.1494,2015-03-31,Q1-2015
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1599746000000.0,1517375000000.0,0.95,0.26,4894.0,33.0,Y,0.0,0.114,2015-03-31,Q1-2015
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1571389000000.0,1532131000000.0,0.98,0.38,6225.0,9.0,Y,0.0,0.112,2015-03-31,Q1-2015
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1335871000000.0,741466000000.0,0.56,0.47,802.0,273.0,Y,0.0,0.0952,2015-03-31,Q1-2015
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,405363000000.0,404591000000.0,1.0,0.5,3230.0,1.0,N,0.0,0.0289,2015-03-31,Q1-2015
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,340231000000.0,336828000000.0,0.99,0.52,2792.0,2.0,N,0.0,0.0242,2015-03-31,Q1-2015
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,316699000000.0,212257000000.0,0.67,0.55,3.0,13.0,Y,0.0,0.0226,2015-03-31,Q1-2015
STATE STREET B&TC/STATE STREET CORP,8.0,35301,"BOSTON, MA",SMB,274919000000.0,212845000000.0,0.77,0.57,2.0,11.0,N,0.0,0.0196,2015-03-31,Q1-2015
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,253202000000.0,253117000000.0,1.0,0.58,873.0,0.0,N,0.0,0.018,2015-03-31,Q1-2015
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,234389000000.0,234389000000.0,1.0,0.6,1308.0,1.0,N,1.0,0.0167,2015-03-31,Q1-2015
HSBC BK USA NA/HSBC NORTH AMER HOLDS,11.0,413208,"MCLEAN, VA",NAT,194569000000.0,190667000000.0,0.98,0.61,231.0,3.0,Y,1.0,0.0139,2015-03-31,Q1-2015
SUNTRUST BK/SUNTRUST BK,12.0,675332,"ATLANTA, GA",SMB,185316000000.0,185316000000.0,1.0,0.63,1479.0,0.0,Y,0.0,0.0132,2015-03-31,Q1-2015
BRANCH BKG&TC/BB&T CORP,13.0,852320,"WINSTON SALEM, NC",SNM,184405000000.0,184262000000.0,1.0,0.64,1875.0,1.0,N,0.0,0.0131,2015-03-31,Q1-2015
CHASE BK USA NA/JPMORGAN CHASE & CO,14.0,489913,"WILMINGTON, DE",NAT,139341000000.0,139341000000.0,1.0,0.65,0.0,0.0,N,0.0,0.0099,2015-03-31,Q1-2015
FIFTH THIRD BK/FIFTH THIRD BC,15.0,723112,"CINCINNATI, OH",SMB,138030000000.0,137215000000.0,0.99,0.66,1349.0,1.0,N,0.0,0.0098,2015-03-31,Q1-2015
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,16.0,2182786,"NEW YORK, NY",SMB,127771000000.0,127771000000.0,1.0,0.67,1.0,1.0,N,0.0,0.0091,2015-03-31,Q1-2015
MORGAN STANLEY BK NA/MORGAN STANLEY,17.0,1456501,"SALT LAKE CITY, UT",NAT,126857000000.0,126857000000.0,1.0,0.68,0.0,0.0,N,0.0,0.009,2015-03-31,Q1-2015
REGIONS BK/REGIONS FC,18.0,233031,"BIRMINGHAM, AL",SMB,121435000000.0,121435000000.0,1.0,0.69,1630.0,0.0,N,0.0,0.0087,2015-03-31,Q1-2015
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,19.0,212465,"SAN FRANCISCO, CA",NAT,113003000000.0,112368000000.0,0.99,0.7,391.0,1.0,Y,1.0,0.0081,2015-03-31,Q1-2015
NORTHERN TC/NORTHERN TR CORP,20.0,210434,"CHICAGO, IL",SMB,106603000000.0,78187000000.0,0.73,0.7,68.0,4.0,Y,0.0,0.0076,2015-03-31,Q1-2015
CITIZENS BK NA/CITIZENS FNCL GRP,21.0,3303298,"PROVIDENCE, RI",NAT,105988000000.0,105988000000.0,1.0,0.71,844.0,1.0,N,0.53,0.0076,2015-03-31,Q1-2015
ALLY BK/ALLY FNCL,22.0,3284070,"MIDVALE, UT",SNM,104459000000.0,104459000000.0,1.0,0.72,0.0,0.0,N,0.0,0.0074,2015-03-31,Q1-2015
MANUFACTURERS & TRADERS TC/M&T BK CORP,23.0,501105,"BUFFALO, NY",SMB,97663000000.0,97663000000.0,1.0,0.72,732.0,2.0,Y,0.0,0.007,2015-03-31,Q1-2015
BMO HARRIS BK NA/BMO FNCL CORP,24.0,75633,"CHICAGO, IL",NAT,96890000000.0,96683000000.0,1.0,0.73,619.0,0.0,N,1.0,0.0069,2015-03-31,Q1-2015
KEYBANK NA/KEYCORP,25.0,280110,"CLEVELAND, OH",NAT,92091000000.0,91509000000.0,0.99,0.74,1015.0,1.0,N,0.0,0.0066,2015-03-31,Q1-2015
CAPITAL ONE BK USA NA/CAPITAL ONE FC,26.0,2253891,"GLEN ALLEN, VA",NAT,87731000000.0,87238000000.0,0.99,0.74,0.0,1.0,N,0.0,0.0063,2015-03-31,Q1-2015
SANTANDER BK NA/SANTANDER HOLDS USA,27.0,722777,"WILMINGTON, DE",NAT,83077000000.0,82917000000.0,1.0,0.75,701.0,1.0,N,1.0,0.0059,2015-03-31,Q1-2015
DISCOVER BK/DISCOVER FS,28.0,30810,"GREENWOOD, DE",SNM,82682000000.0,82682000000.0,1.0,0.76,0.0,0.0,N,0.0,0.0059,2015-03-31,Q1-2015
COMPASS BK/BBVA COMPASS BSHRS,29.0,697633,"BIRMINGHAM, AL",SMB,81736000000.0,81736000000.0,1.0,0.76,676.0,0.0,N,1.0,0.0058,2015-03-31,Q1-2015
BANK OF THE WEST/BANCWEST CORP,30.0,804963,"SAN FRANCISCO, CA",SNM,70938000000.0,70938000000.0,1.0,0.77,566.0,0.0,Y,0.1,0.0051,2015-03-31,Q1-2015
COMERICA BK/COMERICA,31.0,60143,"DALLAS, TX",SMB,69278000000.0,68284000000.0,0.99,0.77,483.0,1.0,N,0.0,0.0049,2015-03-31,Q1-2015
HUNTINGTON NB/HUNTINGTON BSHRS,32.0,12311,"COLUMBUS, OH",NAT,67788000000.0,67788000000.0,1.0,0.78,760.0,0.0,N,0.0,0.0048,2015-03-31,Q1-2015
DEUTSCHE BK TC AMERICAS/DEUTSCHE BK TR CORP,33.0,214807,"NEW YORK, NY",SMB,53707000000.0,53673000000.0,1.0,0.78,1.0,1.0,Y,1.0,0.0038,2015-03-31,Q1-2015
FIRST REPUBLIC BK/,34.0,4114567,"SAN FRANCISCO, CA",SNM,51066000000.0,51066000000.0,1.0,0.78,67.0,0.0,N,0.0,0.0036,2015-03-31,Q1-2015
FIRST NIAGARA BK NA/FIRST NIAGARA FNCL GROUP,35.0,517900,"BUFFALO, NY",NAT,38850000000.0,38850000000.0,1.0,0.79,393.0,0.0,N,0.0,0.0028,2015-03-31,Q1-2015
SILICON VALLEY BK/SVB FNCL GRP,36.0,802866,"SANTA CLARA, CA",SMB,37979000000.0,37162000000.0,0.98,0.79,4.0,1.0,N,0.0,0.0027,2015-03-31,Q1-2015
PEOPLES UNITED BK NA/PEOPLES UNITED FNCL INC,37.0,613307,"BRIDGEPORT, CT",NAT,36065000000.0,36065000000.0,1.0,0.79,405.0,0.0,N,0.0,0.0026,2015-03-31,Q1-2015
CITY NB/CITY NAT CORP,38.0,63069,"LOS ANGELES, CA",NAT,32428000000.0,32428000000.0,1.0,0.79,75.0,0.0,N,0.0,0.0023,2015-03-31,Q1-2015
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,39.0,491224,"RALEIGH, NC",SNM,30643000000.0,30643000000.0,1.0,0.8,572.0,0.0,N,0.0,0.0022,2015-03-31,Q1-2015
BOKF NA/BOK FC,40.0,339858,"TULSA, OK",NAT,30147000000.0,30147000000.0,1.0,0.8,127.0,0.0,N,0.0,0.0021,2015-03-31,Q1-2015
EAST WEST BK/EAST WEST BC,41.0,197478,"PASADENA, CA",SMB,29831000000.0,28890000000.0,0.97,0.8,123.0,1.0,N,0.0,0.0021,2015-03-31,Q1-2015
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,42.0,2489805,"PURCHASE, NY",NAT,29116000000.0,29116000000.0,1.0,0.8,0.0,0.0,N,0.0,0.0021,2015-03-31,Q1-2015
SIGNATURE BK/,43.0,2942690,"NEW YORK, NY",SNM,28595000000.0,28595000000.0,1.0,0.81,7.0,0.0,N,0.0,0.002,2015-03-31,Q1-2015
FROST BK/CULLEN/FROST BKR,44.0,682563,"SAN ANTONIO, TX",SMB,28186000000.0,28186000000.0,1.0,0.81,130.0,0.0,N,0.0,0.002,2015-03-31,Q1-2015
SYNOVUS BK/SYNOVUS FC,45.0,395238,"COLUMBUS, GA",SNM,27362000000.0,27362000000.0,1.0,0.81,259.0,0.0,N,0.0,0.0019,2015-03-31,Q1-2015
ASSOCIATED BK NA/ASSOCIATED BANC-CORP,46.0,917742,"GREEN BAY, WI",NAT,26932000000.0,26918000000.0,1.0,0.81,236.0,0.0,N,0.0,0.0019,2015-03-31,Q1-2015
BANK OF AMER CA NA/BANK OF AMER CORP,47.0,1443266,"SAN FRANCISCO, CA",NAT,26742000000.0,26742000000.0,1.0,0.81,0.0,0.0,N,0.0,0.0019,2015-03-31,Q1-2015
FIRST TN BK NA/FIRST HORIZON NAT CORP,48.0,485559,"MEMPHIS, TN",NAT,25506000000.0,25506000000.0,1.0,0.82,184.0,0.0,Y,0.0,0.0018,2015-03-31,Q1-2015
BARCLAYS BK DE/BARCLAYS DE HOLDS LLC,49.0,2980209,"WILMINGTON, DE",SNM,25222000000.0,25222000000.0,1.0,0.82,0.0,0.0,N,1.0,0.0018,2015-03-31,Q1-2015
FIRSTMERIT BK NA/FIRSTMERIT CORP,50.0,67311,"AKRON, OH",NAT,25100000000.0,25100000000.0,1.0,0.82,384.0,0.0,N,0.0,0.0018,2015-03-31,Q1-2015
COMMERCE BK/COMMERCE BSHRS,51.0,601050,"KANSAS CITY, MO",SMB,23921000000.0,23921000000.0,1.0,0.82,190.0,0.0,N,0.0,0.0017,2015-03-31,Q1-2015
WEBSTER BK NA/WEBSTER FNCL CORP,52.0,761806,"WATERBURY, CT",NAT,23085000000.0,23085000000.0,1.0,0.82,163.0,0.0,Y,0.0,0.0016,2015-03-31,Q1-2015
UMPQUA BK/UMPQUA HC,53.0,143662,"ROSEBURG, OR",SNM,22953000000.0,22953000000.0,1.0,0.82,332.0,0.0,N,0.0,0.0016,2015-03-31,Q1-2015
BNY MELLON NA/BANK OF NY MELLON CORP,54.0,934329,"PITTSBURGH, PA",NAT,22489000000.0,22489000000.0,1.0,0.83,8.0,0.0,N,0.0,0.0016,2015-03-31,Q1-2015
PROSPERITY BK/PROSPERITY BSHRS,55.0,664756,"EL CAMPO, TX",SNM,21595000000.0,21595000000.0,1.0,0.83,265.0,0.0,N,0.0,0.0015,2015-03-31,Q1-2015
CIT BK/CIT GROUP,56.0,2950677,"SALT LAKE CITY, UT",SNM,21465000000.0,21465000000.0,1.0,0.83,0.0,0.0,N,0.0,0.0015,2015-03-31,Q1-2015
ONEWEST BK NA/IMB HOLDCO LLC,57.0,3918898,"PASADENA, CA",NAT,21307000000.0,21307000000.0,1.0,0.83,69.0,0.0,N,0.0,0.0015,2015-03-31,Q1-2015
WHITNEY BK/HANCOCK HC,58.0,463735,"GULFPORT, MS",SNM,20608000000.0,20608000000.0,1.0,0.83,194.0,1.0,N,0.0,0.0015,2015-03-31,Q1-2015
TCF NB/TCF FC,59.0,266271,"SIOUX FALLS, SD",NAT,19996000000.0,19996000000.0,1.0,0.83,382.0,0.0,N,0.0,0.0014,2015-03-31,Q1-2015
BANKUNITED NA/BANKUNITED,60.0,3938186,"MIAMI LAKES, FL",NAT,19823000000.0,19823000000.0,1.0,0.83,106.0,0.0,N,0.0,0.0014,2015-03-31,Q1-2015
ZIONS FIRST NB/ZIONS BC,61.0,276579,"SALT LAKE CITY, UT",NAT,19191000000.0,19191000000.0,1.0,0.84,132.0,0.0,N,0.0,0.0014,2015-03-31,Q1-2015
VALLEY NB/VALLEY NAT BC,62.0,229801,"PASSAIC, NJ",NAT,18964000000.0,18964000000.0,1.0,0.84,225.0,0.0,N,0.0,0.0014,2015-03-31,Q1-2015
FIRST HAWAIIAN BK/BANCWEST CORP,63.0,980661,"HONOLULU, HI",SNM,18719000000.0,18002000000.0,0.96,0.84,61.0,0.0,Y,0.1,0.0013,2015-03-31,Q1-2015
SUSQUEHANNA BK/SUSQUEHANNA BSHRS,64.0,682611,"LITITZ, PA",SMB,18559000000.0,18559000000.0,1.0,0.84,244.0,0.0,N,0.0,0.0013,2015-03-31,Q1-2015
T D BK USA NA/TD US P & C HOLD ULC,65.0,2121196,"WILMINGTON, DE",NAT,17482000000.0,17482000000.0,1.0,0.84,1.0,0.0,N,1.0,0.0012,2015-03-31,Q1-2015
TEXAS CAP BK NA/TEXAS CAP BSHRS,66.0,2618780,"DALLAS, TX",NAT,17318000000.0,17318000000.0,1.0,0.84,11.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
FIRST NB OF OMAHA/LAURITZEN CORP,67.0,527954,"OMAHA, NE",NAT,17084000000.0,17084000000.0,1.0,0.84,125.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
PACIFIC WESTERN BK/PACWEST BC,68.0,494261,"LOS ANGELES, CA",SNM,16459000000.0,16459000000.0,1.0,0.84,79.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
UMB BK NA/UMB FC,69.0,936855,"KANSAS CITY, MO",NAT,16447000000.0,16447000000.0,1.0,0.85,105.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
PRIVATEBANK & TC/PRIVATEBANCORP,70.0,1842065,"CHICAGO, IL",SNM,16338000000.0,16338000000.0,1.0,0.85,24.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
IBERIABANK/IBERIABANK CORP,71.0,808176,"LAFAYETTE, LA",SMB,16334000000.0,16334000000.0,1.0,0.85,201.0,0.0,N,0.0,0.0012,2015-03-31,Q1-2015
FIRST NB OF PA/FNB CORP,72.0,379920,"GREENVILLE, PA",NAT,16104000000.0,16104000000.0,1.0,0.85,287.0,0.0,N,0.0,0.0011,2015-03-31,Q1-2015
ARVEST BK/ARVEST BK GRP,73.0,311845,"FAYETTEVILLE, AR",SMB,15825000000.0,15825000000.0,1.0,0.85,274.0,0.0,N,0.0,0.0011,2015-03-31,Q1-2015
RABOBANK NA/RABOBANK INTL HOLD BV,74.0,877369,"ROSEVILLE, CA",NAT,15532000000.0,15532000000.0,1.0,0.85,115.0,0.0,N,0.99,0.0011,2015-03-31,Q1-2015
BANK OF HAWAII/BANK OF HI CORP,75.0,795968,"HONOLULU, HI",SMB,15170000000.0,14694000000.0,0.97,0.85,75.0,1.0,Y,0.0,0.0011,2015-03-31,Q1-2015
FIRSTBANK/FIRSTBANK HC,76.0,288853,"LAKEWOOD, CO",SMB,15044000000.0,15044000000.0,1.0,0.85,122.0,0.0,N,0.0,0.0011,2015-03-31,Q1-2015
WASHINGTON FED NA/WASHINGTON FED INC,77.0,656377,"SEATTLE, WA",NAT,14608000000.0,14608000000.0,1.0,0.85,247.0,0.0,N,0.0,0.001,2015-03-31,Q1-2015
MB FNCL BK NA/MB FNCL,78.0,656733,"CHICAGO, IL",NAT,14287000000.0,14287000000.0,1.0,0.86,94.0,0.0,N,0.0,0.001,2015-03-31,Q1-2015
