Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3306982000000.0,2615272000000.0,0.79,0.15,4794.0,34.0,Y,,0.1533,2021-12-31,Q4-2021
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2519525000000.0,2389484000000.0,0.95,0.27,4083.0,24.0,Y,,0.1168,2021-12-31,Q4-2021
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1779504000000.0,1756403000000.0,0.99,0.35,4859.0,11.0,Y,,0.0825,2021-12-31,Q4-2021
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1669227000000.0,1010539000000.0,0.61,0.43,668.0,148.0,Y,,0.0774,2021-12-31,Q4-2021
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,564155000000.0,551740000000.0,0.98,0.46,2271.0,1.0,N,,0.0261,2021-12-31,Q4-2021
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,551903000000.0,546861000000.0,0.99,0.48,2741.0,1.0,N,,0.0256,2021-12-31,Q4-2021
TRUIST BK/TRUIST FC,7.0,852320,"CHARLOTTE, NC",SNM,528514000000.0,528448000000.0,1.0,0.51,2518.0,0.0,N,,0.0245,2021-12-31,Q4-2021
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,8.0,2182786,"NEW YORK, NY",SMB,434075000000.0,394486000000.0,0.91,0.53,2.0,2.0,N,,0.0201,2021-12-31,Q4-2021
T D BK NA/TD GRP US HOLDS LLC,9.0,497404,"WILMINGTON, DE",NAT,423649000000.0,423649000000.0,1.0,0.55,1153.0,0.0,N,,0.0196,2021-12-31,Q4-2021
CAPITAL ONE NA/CAPITAL ONE FC,10.0,112837,"MC LEAN, VA",NAT,381300000000.0,381295000000.0,1.0,0.56,322.0,0.0,N,,0.0177,2021-12-31,Q4-2021
BANK OF NY MELLON/BANK OF NY MELLON CORP,11.0,541101,"NEW YORK, NY",SMB,356225000000.0,243678000000.0,0.68,0.58,2.0,14.0,Y,,0.0165,2021-12-31,Q4-2021
STATE STREET B&TC/STATE STREET CORP,12.0,35301,"BOSTON, MA",SMB,311063000000.0,209384000000.0,0.67,0.59,2.0,10.0,N,,0.0144,2021-12-31,Q4-2021
FIFTH THIRD BK NA/FIFTH THIRD BC,13.0,723112,"CINCINNATI, OH",NAT,209697000000.0,209572000000.0,1.0,0.6,1134.0,1.0,N,,0.0097,2021-12-31,Q4-2021
SILICON VALLEY BK/SVB FNCL GRP,14.0,802866,"SANTA CLARA, CA",SMB,208581000000.0,197585000000.0,0.95,0.61,20.0,1.0,N,,0.0097,2021-12-31,Q4-2021
MORGAN STANLEY BK NA/MORGAN STANLEY,15.0,1456501,"SALT LAKE CITY, UT",NAT,191917000000.0,191917000000.0,1.0,0.62,0.0,0.0,N,,0.0089,2021-12-31,Q4-2021
CITIZENS BK NA/CITIZENS FNCL GRP,16.0,3303298,"PROVIDENCE, RI",NAT,188070000000.0,188070000000.0,1.0,0.63,944.0,1.0,N,,0.0087,2021-12-31,Q4-2021
HSBC BK USA NA/HSBC N AMER HOLDS,17.0,413208,"TYSONS, VA",NAT,187957000000.0,187956000000.0,1.0,0.64,132.0,3.0,Y,,0.0087,2021-12-31,Q4-2021
KEYBANK NA/KEYCORP,18.0,280110,"CLEVELAND, OH",NAT,183978000000.0,183977000000.0,1.0,0.65,1019.0,0.0,N,,0.0085,2021-12-31,Q4-2021
NORTHERN TC/NORTHERN TR CORP,19.0,210434,"CHICAGO, IL",SMB,183743000000.0,134571000000.0,0.73,0.66,54.0,5.0,Y,,0.0085,2021-12-31,Q4-2021
FIRST REPUBLIC BK/,20.0,4114567,"SAN FRANCISCO, CA",SNM,181087000000.0,181087000000.0,1.0,0.67,72.0,0.0,N,,0.0084,2021-12-31,Q4-2021
HUNTINGTON NB/HUNTINGTON BSHRS,21.0,12311,"COLUMBUS, OH",NAT,173414000000.0,173414000000.0,1.0,0.67,1162.0,0.0,N,,0.008,2021-12-31,Q4-2021
ALLY BK/ALLY FNCL,22.0,3284070,"SANDY, UT",SMB,172820000000.0,172820000000.0,1.0,0.68,0.0,0.0,N,,0.008,2021-12-31,Q4-2021
BMO HARRIS BK NA/BMO FNCL CORP,23.0,75633,"CHICAGO, IL",NAT,166653000000.0,166653000000.0,1.0,0.69,512.0,0.0,N,,0.0077,2021-12-31,Q4-2021
REGIONS BK/REGIONS FC,24.0,233031,"BIRMINGHAM, AL",SMB,162193000000.0,162193000000.0,1.0,0.7,1301.0,0.0,N,,0.0075,2021-12-31,Q4-2021
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,25.0,2489805,"PURCHASE, NY",NAT,154830000000.0,154830000000.0,1.0,0.7,0.0,0.0,N,,0.0072,2021-12-31,Q4-2021
MANUFACTURERS & TRADERS TC/M&T BK CORP,26.0,501105,"BUFFALO, NY",SMB,154653000000.0,154653000000.0,1.0,0.71,723.0,1.0,Y,,0.0072,2021-12-31,Q4-2021
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,27.0,212465,"SAN FRANCISCO, CA",NAT,127859000000.0,127859000000.0,1.0,0.72,295.0,0.0,Y,,0.0059,2021-12-31,Q4-2021
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,28.0,1394676,"SANDY, UT",NAT,126330000000.0,126330000000.0,1.0,0.72,0.0,0.0,N,,0.0059,2021-12-31,Q4-2021
CAPITAL ONE BK USA NA/CAPITAL ONE FC,29.0,2253891,"GLEN ALLEN, VA",NAT,120283000000.0,119336000000.0,0.99,0.73,0.0,1.0,N,,0.0056,2021-12-31,Q4-2021
SIGNATURE BK/,30.0,2942690,"NEW YORK, NY",SNM,118445000000.0,118445000000.0,1.0,0.73,7.0,0.0,N,,0.0055,2021-12-31,Q4-2021
DISCOVER BK/DISCOVER FS,31.0,30810,"GREENWOOD, DE",SNM,108343000000.0,108343000000.0,1.0,0.74,0.0,0.0,N,,0.005,2021-12-31,Q4-2021
BANK OF THE WEST/BNP PARIBAS USA,32.0,804963,"SAN FRANCISCO, CA",SNM,104791000000.0,104791000000.0,1.0,0.74,519.0,0.0,N,,0.0049,2021-12-31,Q4-2021
SANTANDER BK NA/SANTANDER HOLDS USA,33.0,722777,"WILMINGTON, DE",NAT,101845000000.0,101843000000.0,1.0,0.75,482.0,0.0,N,,0.0047,2021-12-31,Q4-2021
COMERICA BK/COMERICA,34.0,60143,"DALLAS, TX",SMB,94798000000.0,94163000000.0,0.99,0.75,432.0,1.0,N,,0.0044,2021-12-31,Q4-2021
CITY NB/RBC US GRP HOLDS LLC,35.0,63069,"LOS ANGELES, CA",NAT,93227000000.0,93227000000.0,1.0,0.76,74.0,0.0,N,,0.0043,2021-12-31,Q4-2021
ZIONS BC NA/,36.0,276579,"SALT LAKE CITY, UT",NAT,93200000000.0,93200000000.0,1.0,0.76,426.0,0.0,N,,0.0043,2021-12-31,Q4-2021
FIRST HORIZON BK/FIRST HORIZON CORP,37.0,485559,"MEMPHIS, TN",SMB,88759000000.0,88759000000.0,1.0,0.77,430.0,0.0,Y,,0.0041,2021-12-31,Q4-2021
PEOPLES UNITED BK NA/PEOPLES UNITED FNCL INC,38.0,613307,"BRIDGEPORT, CT",NAT,64464000000.0,64464000000.0,1.0,0.77,388.0,0.0,N,,0.003,2021-12-31,Q4-2021
EAST WEST BK/EAST WEST BC,39.0,197478,"PASADENA, CA",SMB,60850000000.0,57993000000.0,0.95,0.77,105.0,1.0,N,,0.0028,2021-12-31,Q4-2021
FIRST-CITIZENS B&TC/FIRST CITIZENS BSHRS,40.0,491224,"RALEIGH, NC",SNM,58216000000.0,58216000000.0,1.0,0.77,528.0,0.0,N,,0.0027,2021-12-31,Q4-2021
SYNOVUS BK/SYNOVUS FC,41.0,395238,"COLUMBUS, GA",SMB,57224000000.0,57224000000.0,1.0,0.78,281.0,0.0,N,,0.0027,2021-12-31,Q4-2021
WESTERN ALLI BK/WESTERN ALLI BC,42.0,3138146,"PHOENIX, AZ",SMB,55997000000.0,55997000000.0,1.0,0.78,36.0,0.0,N,,0.0026,2021-12-31,Q4-2021
FROST BK/CULLEN/FROST BKR,43.0,682563,"SAN ANTONIO, TX",SMB,50954000000.0,50954000000.0,1.0,0.78,169.0,0.0,N,,0.0024,2021-12-31,Q4-2021
BOKF NA/BOK FC,44.0,339858,"TULSA, OK",NAT,50093000000.0,50093000000.0,1.0,0.78,122.0,0.0,N,,0.0023,2021-12-31,Q4-2021
DEUTSCHE BK TC AMERICAS/DB USA CORP,45.0,214807,"NEW YORK, NY",SMB,48756000000.0,48756000000.0,1.0,0.79,0.0,0.0,N,,0.0023,2021-12-31,Q4-2021
CIBC BK USA/CIBC BC USA,46.0,1842065,"CHICAGO, IL",SNM,48488000000.0,48488000000.0,1.0,0.79,23.0,0.0,N,,0.0022,2021-12-31,Q4-2021
CADENCE BK/,47.0,606046,"TUPELO, MS",SNM,47666000000.0,47666000000.0,1.0,0.79,418.0,0.0,N,,0.0022,2021-12-31,Q4-2021
CIT BK NA/CIT GROUP,48.0,3918898,"PASADENA, CA",NAT,47563000000.0,47563000000.0,1.0,0.79,79.0,0.0,N,,0.0022,2021-12-31,Q4-2021
VALLEY NB/VALLEY NAT BC,49.0,229801,"PASSAIC, NJ",NAT,43425000000.0,43425000000.0,1.0,0.8,232.0,0.0,N,,0.002,2021-12-31,Q4-2021
UMB BK NA/UMB FC,50.0,936855,"KANSAS CITY, MO",NAT,42392000000.0,42392000000.0,1.0,0.8,93.0,0.0,N,,0.002,2021-12-31,Q4-2021
SOUTHSTATE BK NA/SOUTHSTATE CORP,51.0,1929247,"WINTER HAVEN, FL",NAT,41944000000.0,41944000000.0,1.0,0.8,281.0,0.0,N,,0.0019,2021-12-31,Q4-2021
PACIFIC WESTERN BK/PACWEST BC,52.0,494261,"BEVERLY HILLS, CA",SNM,40359000000.0,40359000000.0,1.0,0.8,70.0,0.0,N,,0.0019,2021-12-31,Q4-2021
FIRST NB OF PA/FNB CORP,53.0,379920,"GREENVILLE, PA",NAT,39468000000.0,39468000000.0,1.0,0.8,333.0,0.0,N,,0.0018,2021-12-31,Q4-2021
PINNACLE BK/PINNACLE FNCL PTNR,54.0,2925666,"NASHVILLE, TN",SNM,38275000000.0,38275000000.0,1.0,0.8,118.0,0.0,N,,0.0018,2021-12-31,Q4-2021
RAYMOND JAMES BK/RAYMOND JAMES FNCL,55.0,2193616,"SAINT PETERSBURG, FL",SMB,38107000000.0,37864000000.0,0.99,0.81,0.0,0.0,N,,0.0018,2021-12-31,Q4-2021
PROSPERITY BK/PROSPERITY BSHRS,56.0,664756,"EL CAMPO, TX",SNM,37834000000.0,37834000000.0,1.0,0.81,292.0,0.0,N,,0.0018,2021-12-31,Q4-2021
HANCOCK WHITNEY BK/HANCOCK WHITNEY CORP,57.0,463735,"GULFPORT, MS",SNM,36520000000.0,36520000000.0,1.0,0.81,178.0,0.0,N,,0.0017,2021-12-31,Q4-2021
COMMERCE BK/COMMERCE BSHRS,58.0,601050,"KANSAS CITY, MO",SMB,36516000000.0,36516000000.0,1.0,0.81,151.0,0.0,N,,0.0017,2021-12-31,Q4-2021
BANKUNITED NA/BANKUNITED,59.0,3938186,"MIAMI LAKES, FL",NAT,35686000000.0,35686000000.0,1.0,0.81,67.0,0.0,N,,0.0017,2021-12-31,Q4-2021
ASSOCIATED BK NA/ASSOCIATED BANC-CORP,60.0,917742,"GREEN BAY, WI",NAT,35058000000.0,35058000000.0,1.0,0.81,219.0,0.0,N,,0.0016,2021-12-31,Q4-2021
WEBSTER BK NA/WEBSTER FNCL CORP,61.0,761806,"WATERBURY, CT",NAT,34893000000.0,34893000000.0,1.0,0.82,129.0,0.0,N,,0.0016,2021-12-31,Q4-2021
TEXAS CAP BK NA/TEXAS CAP BSHRS,62.0,2618780,"DALLAS, TX",SNM,34726000000.0,34726000000.0,1.0,0.82,10.0,0.0,N,,0.0016,2021-12-31,Q4-2021
BNY MELLON NA/BANK OF NY MELLON CORP,63.0,934329,"PITTSBURGH, PA",NAT,33980000000.0,33980000000.0,1.0,0.82,1.0,0.0,N,,0.0016,2021-12-31,Q4-2021
UMPQUA BK/UMPQUA HC,64.0,143662,"ROSEBURG, OR",SNM,30642000000.0,30642000000.0,1.0,0.82,204.0,0.0,N,,0.0014,2021-12-31,Q4-2021
T D BK USA NA/TD GRP US HOLDS LLC,65.0,2121196,"WILMINGTON, DE",NAT,29741000000.0,29741000000.0,1.0,0.82,1.0,0.0,N,,0.0014,2021-12-31,Q4-2021
STERLING NB/STERLING BC,66.0,125471,"PEARL RIVER, NY",NAT,29559000000.0,29559000000.0,1.0,0.82,73.0,0.0,N,,0.0014,2021-12-31,Q4-2021
BARCLAYS BK DE/BARCLAYS US LLC,67.0,2980209,"WILMINGTON, DE",SNM,29416000000.0,29416000000.0,1.0,0.82,0.0,0.0,N,,0.0014,2021-12-31,Q4-2021
UNITED BK/UNITED BSHRS,68.0,365325,"FAIRFAX, VA",SMB,29290000000.0,29290000000.0,1.0,0.83,222.0,0.0,N,,0.0014,2021-12-31,Q4-2021
BANK OF AMER CA NA/BANK OF AMER CORP,69.0,1443266,"SAN FRANCISCO, CA",NAT,28952000000.0,28952000000.0,1.0,0.83,0.0,0.0,N,,0.0013,2021-12-31,Q4-2021
FIRSTBANK/FIRSTBANK HC,70.0,288853,"LAKEWOOD, CO",SMB,28789000000.0,28789000000.0,1.0,0.83,107.0,0.0,N,,0.0013,2021-12-31,Q4-2021
INVESTORS BK/INVESTORS BC,71.0,35570,"SHORT HILLS, NJ",SNM,27782000000.0,27782000000.0,1.0,0.83,153.0,0.0,N,,0.0013,2021-12-31,Q4-2021
FIRST NB OF OMAHA/LAURITZEN CORP,72.0,527954,"OMAHA, NE",NAT,26813000000.0,26813000000.0,1.0,0.83,118.0,0.0,N,,0.0012,2021-12-31,Q4-2021
