Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,1945467000000.0,1363729000000.0,0.7,0.15,5645.0,44.0,Y,0.0,0.1504,2013-12-31,Q4-2013
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,1433716000000.0,1344741000000.0,0.94,0.26,5210.0,33.0,Y,0.0,0.1108,2013-12-31,Q4-2013
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1373600000000.0,1334292000000.0,0.97,0.37,6333.0,9.0,Y,0.0,0.1062,2013-12-31,Q4-2013
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1346747000000.0,744969000000.0,0.55,0.47,1002.0,281.0,Y,0.0,0.1041,2013-12-31,Q4-2013
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,360478000000.0,359699000000.0,1.0,0.5,3131.0,1.0,N,0.0,0.0279,2013-12-31,Q4-2013
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,310000000000.0,306885000000.0,0.99,0.52,2837.0,1.0,N,0.0,0.024,2013-12-31,Q4-2013
BANK OF NY MELLON/BANK OF NY MELLON CORP,7.0,541101,"NEW YORK, NY",SMB,296626000000.0,203317000000.0,0.69,0.55,3.0,13.0,Y,0.0,0.0229,2013-12-31,Q4-2013
STATE STREET B&TC/STATE STREET CORP,8.0,35301,"BOSTON, MA",SMB,239051000000.0,187133000000.0,0.78,0.56,2.0,11.0,N,0.0,0.0185,2013-12-31,Q4-2013
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,238483000000.0,238400000000.0,1.0,0.58,911.0,0.0,N,0.0,0.0184,2013-12-31,Q4-2013
T D BK NA/TD US P & C HOLD ULC,10.0,497404,"WILMINGTON, DE",NAT,217626000000.0,217626000000.0,1.0,0.6,1286.0,1.0,N,1.0,0.0168,2013-12-31,Q4-2013
