Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,3385581000000.0,2613981000000.0,0.77,0.16,4871.0,32.0,Y,,0.1568,2023-09-30,Q3-2023
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2465234000000.0,2336157000000.0,0.95,0.27,3785.0,23.0,Y,,0.1142,2023-09-30,Q3-2023
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1704891000000.0,1678100000000.0,0.98,0.35,4430.0,10.0,Y,,0.0789,2023-09-30,Q3-2023
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1657372000000.0,1014005000000.0,0.61,0.43,659.0,121.0,Y,,0.0767,2023-09-30,Q3-2023
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,657184000000.0,646725000000.0,0.98,0.46,2317.0,1.0,N,,0.0304,2023-09-30,Q3-2023
PNC BK NA/PNC FNCL SVC GROUP,6.0,817824,"WILMINGTON, DE",NAT,553114000000.0,551126000000.0,1.0,0.48,2431.0,1.0,N,,0.0256,2023-09-30,Q3-2023
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,7.0,2182786,"NEW YORK, NY",SMB,538127000000.0,463989000000.0,0.86,0.51,2.0,2.0,N,,0.0249,2023-09-30,Q3-2023
TRUIST BK/TRUIST FC,8.0,852320,"CHARLOTTE, NC",SNM,535000000000.0,534933000000.0,1.0,0.53,2001.0,0.0,N,,0.0248,2023-09-30,Q3-2023
CAPITAL ONE NA/CAPITAL ONE FC,9.0,112837,"MC LEAN, VA",NAT,468780000000.0,468225000000.0,1.0,0.55,283.0,1.0,N,,0.0217,2023-09-30,Q3-2023
T D BK NA/TD GRP US HOLDS LLC,10.0,497404,"WILMINGTON, DE",NAT,366252000000.0,366252000000.0,1.0,0.57,1175.0,0.0,N,,0.017,2023-09-30,Q3-2023
