Name,Natl Rank,Bank ID,Bank Location,Charter,Consolidated Assets,Domestic Assets,Percentage Domestic Assets,Percentage Cumulative Assets,Domestic Branches,Foreign Branches,IBF,Percentage Foreign Owned,Percentage of Total Cosolidated Assets,Date,Quarter
JPMORGAN CHASE BK NA/JPMORGAN CHASE & CO,1.0,852218,"COLUMBUS, OH",NAT,2690959000000.0,1990017000000.0,0.74,0.15,4971.0,33.0,Y,,0.146,2020-03-31,Q1-2020
BANK OF AMER NA/BANK OF AMER CORP,2.0,480228,"CHARLOTTE, NC",NAT,2031940000000.0,1925005000000.0,0.95,0.26,4239.0,26.0,Y,,0.1102,2020-03-31,Q1-2020
WELLS FARGO BK NA/WELLS FARGO & CO,3.0,451965,"SIOUX FALLS, SD",NAT,1763696000000.0,1715842000000.0,0.97,0.35,5416.0,11.0,Y,,0.0957,2020-03-31,Q1-2020
CITIBANK NA/CITIGROUP,4.0,476810,"SIOUX FALLS, SD",NAT,1632405000000.0,971079000000.0,0.59,0.44,697.0,157.0,Y,,0.0886,2020-03-31,Q1-2020
U S BK NA/U S BC,5.0,504713,"CINCINNATI, OH",NAT,533129000000.0,522496000000.0,0.98,0.47,2832.0,1.0,N,,0.0289,2020-03-31,Q1-2020
TRUIST BK/TRUIST FC,6.0,852320,"CHARLOTTE, NC",SNM,495079000000.0,494996000000.0,1.0,0.5,2959.0,1.0,N,,0.0269,2020-03-31,Q1-2020
PNC BK NA/PNC FNCL SVC GROUP,7.0,817824,"WILMINGTON, DE",NAT,433803000000.0,429087000000.0,0.99,0.52,2341.0,1.0,N,,0.0235,2020-03-31,Q1-2020
BANK OF NY MELLON/BANK OF NY MELLON CORP,8.0,541101,"NEW YORK, NY",SMB,387037000000.0,254569000000.0,0.66,0.54,2.0,14.0,Y,,0.021,2020-03-31,Q1-2020
STATE STREET B&TC/STATE STREET CORP,9.0,35301,"BOSTON, MA",SMB,359196000000.0,253669000000.0,0.71,0.56,2.0,10.0,N,,0.0195,2020-03-31,Q1-2020
T D BK NA/TD GRP US HOLDS LLC,10.0,497404,"WILMINGTON, DE",NAT,355768000000.0,355768000000.0,1.0,0.58,1224.0,0.0,N,,0.0193,2020-03-31,Q1-2020
CAPITAL ONE NA/CAPITAL ONE FC,11.0,112837,"MC LEAN, VA",NAT,339216000000.0,339213000000.0,1.0,0.6,467.0,0.0,N,,0.0184,2020-03-31,Q1-2020
GOLDMAN SACHS BK USA/GOLDMAN SACHS GROUP THE,12.0,2182786,"NEW YORK, NY",SMB,254668000000.0,254668000000.0,1.0,0.61,2.0,1.0,N,,0.0138,2020-03-31,Q1-2020
HSBC BK USA NA/HSBC N AMER HOLDS,13.0,413208,"TYSONS, VA",NAT,201886000000.0,200925000000.0,1.0,0.62,224.0,3.0,Y,,0.011,2020-03-31,Q1-2020
FIFTH THIRD BK NA/FIFTH THIRD BC,14.0,723112,"CINCINNATI, OH",NAT,183724000000.0,183121000000.0,1.0,0.63,1143.0,1.0,N,,0.01,2020-03-31,Q1-2020
MORGAN STANLEY BK NA/MORGAN STANLEY,15.0,1456501,"SALT LAKE CITY, UT",NAT,178664000000.0,178664000000.0,1.0,0.64,0.0,0.0,N,,0.0097,2020-03-31,Q1-2020
CITIZENS BK NA/CITIZENS FNCL GRP,16.0,3303298,"PROVIDENCE, RI",NAT,176633000000.0,176633000000.0,1.0,0.65,1049.0,1.0,N,,0.0096,2020-03-31,Q1-2020
ALLY BK/ALLY FNCL,17.0,3284070,"SANDY, UT",SMB,170655000000.0,170655000000.0,1.0,0.66,0.0,0.0,N,,0.0093,2020-03-31,Q1-2020
NORTHERN TC/NORTHERN TR CORP,18.0,210434,"CHICAGO, IL",SMB,161164000000.0,109110000000.0,0.68,0.67,55.0,5.0,Y,,0.0087,2020-03-31,Q1-2020
KEYBANK NA/KEYCORP,19.0,280110,"CLEVELAND, OH",NAT,154994000000.0,154980000000.0,1.0,0.68,1103.0,0.0,N,,0.0084,2020-03-31,Q1-2020
BMO HARRIS BK NA/BMO FNCL CORP,20.0,75633,"CHICAGO, IL",NAT,145169000000.0,145169000000.0,1.0,0.69,567.0,0.0,N,,0.0079,2020-03-31,Q1-2020
MUFG UNION BK NA/MUFG AMERS HOLDS CORP,21.0,212465,"SAN FRANCISCO, CA",NAT,135038000000.0,135038000000.0,1.0,0.69,347.0,0.0,Y,,0.0073,2020-03-31,Q1-2020
REGIONS BK/REGIONS FC,22.0,233031,"BIRMINGHAM, AL",SMB,132707000000.0,132707000000.0,1.0,0.7,1427.0,0.0,N,,0.0072,2020-03-31,Q1-2020
AMERICAN EXPRESS NB/AMERICAN EXPRESS CO,23.0,1394676,"SANDY, UT",NAT,130004000000.0,130004000000.0,1.0,0.71,0.0,0.0,N,,0.0071,2020-03-31,Q1-2020
MANUFACTURERS & TRADERS TC/M&T BK CORP,24.0,501105,"BUFFALO, NY",SMB,124147000000.0,124147000000.0,1.0,0.71,766.0,2.0,Y,,0.0067,2020-03-31,Q1-2020
FIRST REPUBLIC BK/,25.0,4114567,"SAN FRANCISCO, CA",SNM,123915000000.0,123915000000.0,1.0,0.72,72.0,0.0,N,,0.0067,2020-03-31,Q1-2020
CAPITAL ONE BK USA NA/CAPITAL ONE FC,26.0,2253891,"GLEN ALLEN, VA",NAT,116772000000.0,116061000000.0,0.99,0.73,0.0,1.0,N,,0.0063,2020-03-31,Q1-2020
HUNTINGTON NB/HUNTINGTON BSHRS,27.0,12311,"COLUMBUS, OH",NAT,113764000000.0,113764000000.0,1.0,0.73,885.0,0.0,N,,0.0062,2020-03-31,Q1-2020
DISCOVER BK/DISCOVER FS,28.0,30810,"GREENWOOD, DE",SNM,111140000000.0,111140000000.0,1.0,0.74,0.0,0.0,N,,0.006,2020-03-31,Q1-2020
MORGAN STANLEY PRIV BK NA/MORGAN STANLEY,29.0,2489805,"PURCHASE, NY",NAT,106390000000.0,106390000000.0,1.0,0.75,0.0,0.0,N,,0.0058,2020-03-31,Q1-2020
BANK OF THE WEST/BNP PARIBAS USA,30.0,804963,"SAN FRANCISCO, CA",SNM,101372000000.0,101372000000.0,1.0,0.75,551.0,0.0,N,,0.0055,2020-03-31,Q1-2020
BBVA USA/BBVA USA BSHRS,31.0,697633,"BIRMINGHAM, AL",SMB,93020000000.0,93020000000.0,1.0,0.76,640.0,0.0,N,,0.005,2020-03-31,Q1-2020
SANTANDER BK NA/SANTANDER HOLDS USA,32.0,722777,"WILMINGTON, DE",NAT,87569000000.0,87567000000.0,1.0,0.76,585.0,1.0,N,,0.0048,2020-03-31,Q1-2020
COMERICA BK/COMERICA,33.0,60143,"DALLAS, TX",SMB,76262000000.0,75759000000.0,0.99,0.77,435.0,1.0,N,,0.0041,2020-03-31,Q1-2020
SILICON VALLEY BK/SVB FNCL GRP,34.0,802866,"SANTA CLARA, CA",SMB,73632000000.0,69040000000.0,0.94,0.77,4.0,1.0,N,,0.004,2020-03-31,Q1-2020
